Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
12985,MVV 1311 - 0003   Voice Principal Instrument First Year,0003-LEC Main Sess,Staff,16,4,12,0,0
12986,MVV 1311 - 0004   Voice Principal Instrument First Year,0004-LEC Main Sess,Staff,50,4,46,0,0
12987,MVV 1311 - 0005   Voice Principal Instrument First Year,0005-LEC Main Sess,Staff,16,2,14,0,0
12990,MVV 1311 - 0007   Voice Principal Instrument First Year,0007-LEC Main Sess,Staff,50,4,46,0,0
12991,MVV 1311 - 0008   Voice Principal Instrument First Year,0008-LEC Main Sess,Staff,15,0,15,0,0
12992,MVV 1311 - 0010   Voice Principal Instrument First Year,0010-LEC Conversion,Staff,50,9,41,0,0
12993,MVV 1311 - 0011   Voice Principal Instrument First Year,0011-LEC Conversion,Staff,50,14,36,0,0
11524,MVW 1311 - 0001   Flute Principal Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
11525,MVW 1311 - 0002   Flute Principal Instrument First Year,0002-LEC Main Sess,Staff,50,1,49,0,0
11528,MVW 1311 - 0003   Flute Principal Instrument First Year,0003-LEC Conversion,Staff,50,2,48,0,0
11526,MVW 1311 - 0004   Flute Principal Instrument First Year,0004-LEC Main Sess,Staff,5,0,5,0,0
11527,MVW 1311 - 0005   Flute Principal Instrument First Year,0005-LEC Main Sess,Staff,1,0,1,0,0
13871,MUN 1310 - 0001   College Choir,0001-LEC Main Sess,Staff,50,13,37,0,0
13874,MUN 1310 - 0002   College Choir,0002-LEC Main Sess,Staff,30,15,15,0,0
13873,MUN 1310 - 0003   College Choir,0003-LEC Main Sess,Staff,28,0,28,0,0
13928,MVJ 1310 - 0001   Jazz Piano Principal Instrument First Year,0001-LEC Main Sess,Staff,30,0,30,0,0
13930,MVJ 1310 - 0003   Jazz Piano Principal Instrument First Year,0003-LEC Conversion,Staff,5,1,4,0,0
8755,ARC 1302 - 0002   Architectural Design 2,0002-LEC Main Sess,Staff,15,14,1,0,0
8757,ARC 1302 - 0004   Architectural Design 2,0004-LEC Main Sess,Staff,15,14,1,0,0
8761,ARC 1302 - 0008   Architectural Design 2,0008-LEC Conversion,Staff,2,0,2,0,0
8694,DIG 1302 - 0001   3D Modeling,0001-LEC Main Sess,Staff,24,18,6,0,0
8693,DIG 1302 - 0002   3D Modeling,0002-LEC Main Sess,Staff,30,26,4,0,0
11643,HUS 1302 - 0001   Basic Counseling Skills,0001-LEC Main Sess,Staff,40,5,35,0,0
11642,HUS 1302 - 0002   Basic Counseling Skills,0002-LEC Main Sess,Staff,40,5,35,0,0
8706,ARC 1301 - 0001   Architectural Design 1,0001-LEC Main Sess,Staff,15,9,6,0,0
8707,ARC 1301 - 0002   Architectural Design 1,0002-LEC Main Sess,Staff,15,14,1,0,0
8708,ARC 1301 - 0003   Architectural Design 1,0003-LEC Main Sess,Staff,15,14,1,0,0
8709,ARC 1301 - 0004   Architectural Design 1,0004-LEC Main Sess,Staff,15,14,1,0,0
8710,ARC 1301 - 0005   Architectural Design 1,0005-LEC Main Sess,Staff,15,12,3,0,0
8712,ARC 1301 - 0007   Architectural Design 1,0007-LEC Main Sess,Staff,15,14,1,0,0
8713,ARC 1301 - 0008   Architectural Design 1,0008-LEC Eight Wk 2,Staff,30,1,29,0,0
14630,HFT 1300 - 0001   Executive Housekeeping,0001-LEC Main Sess,Staff,30,10,20,0,0
14631,HFT 1300 - 0002   Executive Housekeeping,0002-LEC Twelve Wk,Staff,30,0,30,0,0
6388,HIM 1300 - 0001   Health Care Facility And Delivery Systems,0001-LEC Main Sess,Staff,30,9,21,0,0
7078,IND 1300 - 0001   Interior Design Presentations 1,0001-LEC Main Sess,Staff,20,11,9,0,0
7079,IND 1300 - 0002   Interior Design Presentations 1,0002-LEC Main Sess,Staff,20,9,11,0,0
7081,IND 1300 - 0003   Interior Design Presentations 1,0003-LEC Eight Wk 2,Staff,30,1,29,0,0
7080,IND 1300 - 0004   Interior Design Presentations 1,0004-LEC Main Sess,Staff,15,7,8,0,0
16343,MLT 1300 - 0001   Clinical Hematology,0001-LEC 1st Mon Sp,Staff,35,25,10,0,0
6722,DAA 1291 - 0001   Ballet For The Theater 1,0001-LAB Main Sess,Staff,20,15,5,0,0
5989,DAA 1290 - 0001   Ballet For The Theater 1,0001-LAB Conversion,Staff,30,11,19,0,0
7069,BCN 1275 - 0001   Building Construction Plans Interpretation 2,0001-LEC Eight Wk 2,Staff,24,5,19,0,0
7237,BCN 1272 - 0001   Building Construction Plans Interpretation 1,0001-LEC Eight Wk 1,Staff,24,11,13,0,0
8632,ORH 1251 - 0001   Nursery Practices 1,0001-LEC Main Sess,Staff,24,15,9,0,0
12584,TPP 1250 - 0001   Musical Theatre 1,0001-LEC Main Sess,Staff,15,0,15,0,0
12583,TPP 1250 - 0002   Musical Theatre 1,0002-LEC Main Sess,Staff,15,0,15,0,0
9039,MUT 1242 - 0001   Sightsinging & Ear Training 2 Year,0001-LAB Main Sess,Staff,30,0,30,0,0
9040,MUT 1242 - 0002   Sightsinging & Ear Training 2 Year,0002-LAB Main Sess,Staff,25,11,14,0,0
9043,MUT 1242 - 0003   Sightsinging & Ear Training 2 Year,0003-LAB Main Sess,Staff,16,15,1,0,0
9042,MUT 1242 - 0004   Sightsinging & Ear Training 2 Year,0004-LAB Main Sess,Staff,15,12,3,0,0
9041,MUT 1242 - 0005   Sightsinging & Ear Training 2 Year,0005-LAB Main Sess,Staff,20,11,9,0,0
16374,MUS 1241 - 0001   Diction In Singing 2,0001-LEC Main Sess,Staff,20,7,13,0,0
7926,MUT 1241 - 0001   Sightsinging & Ear Training 1 Year,0001-LAB Main Sess,Staff,18,12,6,0,0
7928,MUT 1241 - 0003   Sightsinging & Ear Training 1 Year,0003-LAB Main Sess,Staff,25,7,18,0,0
7929,MUT 1241 - 0004   Sightsinging & Ear Training 1 Year,0004-LAB Main Sess,Staff,15,0,15,0,0
7931,MUT 1241 - 0006   Sightsinging & Ear Training 1 Year,0006-LAB Main Sess,Staff,16,8,8,0,0
7933,MUT 1241 - 0008   Sightsinging & Ear Training 1 Year,0008-LAB Main Sess,Staff,30,14,16,0,0
13211,REL 1240 - 0001   Religion Of The New Testament,0001-LEC Main Sess,Staff,30,13,17,0,0
11892,TPA 1232 - 0001   Theatre Costuming,0001-LEC Main Sess,Staff,15,0,15,0,0
11891,TPA 1232 - 0002   Theatre Costuming,0002-LEC Main Sess,Staff,15,14,1,0,0
12218,HFT 1220 - 0001   Supervisory Development,0001-LEC Main Sess,Staff,30,28,2,0,0
12219,HFT 1220 - 0003   Supervisory Development,0003-LEC Main Sess,Staff,30,0,30,0,0
12576,TPA 1220 - 0001   Lighting,0001-LEC Main Sess,Staff,20,10,10,0,0
12293,MVS 1216 - 0001   Guitar Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
12296,MVS 1216 - 0002   Guitar Secondary Instrument First Year,0002-LEC Main Sess,Staff,30,0,30,0,0
12295,MVS 1216 - 0003   Guitar Secondary Instrument First Year,0003-LEC Main Sess,Staff,5,0,5,0,0
12294,MVS 1216 - 0004   Guitar Secondary Instrument First Year,0004-LEC Main Sess,Staff,1,0,1,0,0
8089,MVW 1215 - 0001   Saxophone Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
7989,MVJ 1214 - 0001   Electric Bass Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
12292,MVS 1214 - 0001   Bass Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
12290,MVK 1213 - 0001   Organ Secondary Instrument First Year,0001-LEC Main Sess,Staff,5,0,5,0,0
10417,HFT 1212 - 0001   Safety And Sanitation,0001-LEC Main Sess,Staff,30,21,9,0,0
10420,HFT 1212 - 0002   Safety And Sanitation,0002-LEC Main Sess,Staff,30,0,30,0,0
10419,HFT 1212 - 0003   Safety And Sanitation,0003-LEC Main Sess,Staff,30,21,9,0,0
10418,HFT 1212 - 0004   Safety And Sanitation,0004-LEC Main Sess,Staff,30,28,2,0,0
9048,MVK 1211 - 0001   Piano Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
9051,MVK 1211 - 0002   Piano Secondary Instrument First Year,0002-LEC Main Sess,Staff,15,2,13,0,0
9049,MVK 1211 - 0004   Piano Secondary Instrument First Year,0004-LEC Main Sess,Staff,1,0,1,0,0
9054,MVP 1211 - 0002   Percussion Secondary Instrument First Year,0002-LEC Main Sess,Staff,10,0,10,0,0
16774,MVS 1211 - 0001   Violin Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
8071,MVV 1211 - 0001   Voice Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
8074,MVV 1211 - 0002   Voice Secondary Instrument First Year,0002-LEC Main Sess,Staff,1,0,1,0,0
8072,MVV 1211 - 0004   Voice Secondary Instrument First Year,0004-LEC Main Sess,Staff,25,15,10,0,0
12308,MVW 1211 - 0001   Flute Secondary Instrument First Year,0001-LEC Main Sess,Staff,1,0,1,0,0
12309,NUR 1211 - 0001   Medical-Surgical Nursing,0001-LEC Conversion,Staff,56,41,15,0,0
12310,NUR 1211 - 0002   Medical-Surgical Nursing,0002-LEC Conversion,Staff,50,45,5,0,0
12311,NUR 1211 - 0003   Medical-Surgical Nursing,0003-LEC Conversion,Staff,56,50,6,0,0
12312,NUR 1211 - 0004   Medical-Surgical Nursing,0004-LEC Conversion,Staff,50,42,8,0,0
13990,PHT 1211 - 0001   Disabilities And Therapeutic Procedures 1,0001-LEC Main Sess,Staff,55,51,4,0,0
5381,ASC 1210 - 0001   Aviation Meteorology,0001-LEC Main Sess,Staff,30,0,30,0,0
5383,ASC 1210 - 0002   Aviation Meteorology,0002-LEC Main Sess,Staff,30,18,12,0,0
5382,ASC 1210 - 0003   Aviation Meteorology,0003-LEC Main Sess,Staff,34,11,23,0,0
10412,HFT 1210 - 0001   Human Relations And Supervisory Development,0001-LEC 1st Mon Sp,Staff,30,13,17,0,0
10407,HFT 1210 - 0002   Human Relations And Supervisory Development,0002-LEC Main Sess,Staff,30,0,30,0,0
10408,HFT 1210 - 0003   Human Relations And Supervisory Development,0003-LEC Main Sess,Staff,30,0,30,0,0
10411,HFT 1210 - 0004   Human Relations And Supervisory Development,0004-LEC Twelve Wk,Staff,30,14,16,0,0
10409,HFT 1210 - 0005   Human Relations And Supervisory Development,0005-LEC Main Sess,Staff,30,29,1,0,0
10410,HFT 1210 - 0006   Human Relations And Supervisory Development,0006-LEC Main Sess,Staff,30,29,1,0,0
10423,MUN 1210 - 0001   Symphony Orchestra,0001-LAB Conversion,Staff,50,7,43,0,0
10422,MUN 1210 - 0002   Symphony Orchestra,0002-LAB Main Sess,Staff,35,13,22,0,0
13925,MVJ 1210 - 0002   Jazz Piano Secondary Instrument First Year,0002-LEC Main Sess,Staff,5,2,3,0,0
13210,REL 1210 - 0001   Religion Of The Old Testament,0001-LEC Main Sess,Staff,30,20,10,0,0
7780,DAA 1205 - 0001   Intermediate Ballet,0001-LEC Main Sess,Staff,35,23,12,0,0
7770,DAA 1204 - 0001   Ballet 1,0001-LEC Main Sess,Staff,5,4,1,0,0
7771,DAA 1204 - 0002   Ballet 1,0002-LEC Main Sess,Staff,30,0,30,0,0
7773,DAA 1204 - 0003   Ballet 1,0003-LEC Conversion,Staff,30,27,3,0,0
7772,DAA 1204 - 0004   Ballet 1,0004-LEC Main Sess,Staff,10,3,7,0,0
6409,INT 1202 - 0001   Sign To Voice Interpreting,0001-LEC Main Sess,Staff,20,12,8,0,0
16361,MUC 1202 - 0001   Composition 2,0001-LEC Main Sess,Staff,10,1,9,0,0
16360,MUC 1202 - 0002   Composition 2,0002-LEC Main Sess,Staff,10,0,10,0,0
7459,DAA 1201 - 0001   Intermediate Ballet Dance,0001-LEC Main Sess,Staff,25,6,19,0,0
11613,HUN 1201 - 0002   Essentials Of Human Nutrition,0002-LEC Twelve Wk,Staff,40,32,8,0,0
11534,HUN 1201 - 0003   Essentials Of Human Nutrition,0003-LEC Main Sess,Staff,40,33,7,0,0
11535,HUN 1201 - 0004   Essentials Of Human Nutrition,0004-LEC Main Sess,Staff,40,37,3,0,0
11624,HUN 1201 - 0006   Essentials Of Human Nutrition,0006-LEC Twelve Wk,Staff,40,39,1,0,0
11538,HUN 1201 - 0008   Essentials Of Human Nutrition,0008-LEC Main Sess,Staff,20,0,20,0,0
11609,HUN 1201 - 0009   Essentials Of Human Nutrition,0009-LEC Main Sess,Staff,40,37,3,0,0
11628,HUN 1201 - 0010   Essentials Of Human Nutrition,0010-LEC Conversion,Staff,40,25,15,0,0
11539,HUN 1201 - 0011   Essentials Of Human Nutrition,0011-LEC Main Sess,Staff,40,39,1,0,0
11540,HUN 1201 - 0012   Essentials Of Human Nutrition,0012-LEC Main Sess,Staff,40,37,3,0,0
11541,HUN 1201 - 0013   Essentials Of Human Nutrition,0013-LEC Main Sess,Staff,40,36,4,0,0
11542,HUN 1201 - 0014   Essentials Of Human Nutrition,0014-LEC Main Sess,Staff,40,36,4,0,0
11543,HUN 1201 - 0015   Essentials Of Human Nutrition,0015-LEC Main Sess,Staff,40,33,7,0,0
11544,HUN 1201 - 0016   Essentials Of Human Nutrition,0016-LEC Main Sess,Staff,40,38,2,0,0
11547,HUN 1201 - 0019   Essentials Of Human Nutrition,0019-LEC Main Sess,Staff,35,0,35,0,0
11622,HUN 1201 - 0020   Essentials Of Human Nutrition,0020-LEC Twelve Wk,Staff,40,16,24,0,0
11621,HUN 1201 - 0021   Essentials Of Human Nutrition,0021-LEC Twelve Wk,Staff,35,12,23,0,0
11548,HUN 1201 - 0022   Essentials Of Human Nutrition,0022-LEC Main Sess,Staff,49,34,15,0,0
11549,HUN 1201 - 0023   Essentials Of Human Nutrition,0023-LEC Main Sess,Staff,38,14,24,0,0
11550,HUN 1201 - 0024   Essentials Of Human Nutrition,0024-LEC Main Sess,Staff,49,48,1,0,0
11551,HUN 1201 - 0025   Essentials Of Human Nutrition,0025-LEC Main Sess,Staff,49,21,28,0,0
11552,HUN 1201 - 0026   Essentials Of Human Nutrition,0026-LEC Main Sess,Staff,49,16,33,0,0
11554,HUN 1201 - 0028   Essentials Of Human Nutrition,0028-LEC Main Sess,Staff,49,46,3,0,0
11555,HUN 1201 - 0029   Essentials Of Human Nutrition,0029-LEC Main Sess,Staff,39,35,4,0,0
11634,HUN 1201 - 0030   Essentials Of Human Nutrition,0030-LEC Weekend,Staff,49,20,29,0,0
11556,HUN 1201 - 0031   Essentials Of Human Nutrition,0031-LEC Main Sess,Staff,30,0,30,0,0
11620,HUN 1201 - 0033   Essentials Of Human Nutrition,0033-LEC Twelve Wk,Staff,49,34,15,0,0
11558,HUN 1201 - 0034   Essentials Of Human Nutrition,0034-LEC Main Sess,Staff,49,28,21,0,0
11559,HUN 1201 - 0035   Essentials Of Human Nutrition,0035-LEC Main Sess,Staff,38,30,8,0,0
11560,HUN 1201 - 0036   Essentials Of Human Nutrition,0036-LEC Main Sess,Staff,30,0,30,0,0
11632,HUN 1201 - 0037   Essentials Of Human Nutrition,0037-LEC Weekend,Staff,30,19,11,0,0
11561,HUN 1201 - 0038   Essentials Of Human Nutrition,0038-LEC Main Sess,Staff,40,0,40,0,0
11619,HUN 1201 - 0039   Essentials Of Human Nutrition,0039-LEC Twelve Wk,Staff,36,34,2,0,0
11610,HUN 1201 - 0040   Essentials Of Human Nutrition,0040-LEC Main Sess,Staff,25,24,1,0,0
11618,HUN 1201 - 0041   Essentials Of Human Nutrition,0041-LEC Twelve Wk,Staff,45,32,13,0,0
11562,HUN 1201 - 0042   Essentials Of Human Nutrition,0042-LEC Main Sess,Staff,45,0,45,0,0
11563,HUN 1201 - 0043   Essentials Of Human Nutrition,0043-LEC Main Sess,Staff,45,41,4,0,0
11564,HUN 1201 - 0044   Essentials Of Human Nutrition,0044-LEC Main Sess,Staff,45,12,33,0,0
11617,HUN 1201 - 0045   Essentials Of Human Nutrition,0045-LEC Twelve Wk,Staff,45,42,3,0,0
11633,HUN 1201 - 0046   Essentials Of Human Nutrition,0046-LEC Weekend,Staff,45,0,45,0,0
11565,HUN 1201 - 0047   Essentials Of Human Nutrition,0047-LEC Main Sess,Staff,45,44,1,0,0
11566,HUN 1201 - 0048   Essentials Of Human Nutrition,0048-LEC Main Sess,Staff,45,25,20,0,0
11567,HUN 1201 - 0049   Essentials Of Human Nutrition,0049-LEC Main Sess,Staff,45,44,1,0,0
11616,HUN 1201 - 0050   Essentials Of Human Nutrition,0050-LEC Twelve Wk,Staff,45,40,5,0,0
11568,HUN 1201 - 0051   Essentials Of Human Nutrition,0051-LEC Main Sess,Staff,45,0,45,0,0
11569,HUN 1201 - 0052   Essentials Of Human Nutrition,0052-LEC Main Sess,Staff,45,35,10,0,0
11570,HUN 1201 - 0053   Essentials Of Human Nutrition,0053-LEC Main Sess,Staff,45,39,6,0,0
11571,HUN 1201 - 0054   Essentials Of Human Nutrition,0054-LEC Main Sess,Staff,46,43,3,0,0
11572,HUN 1201 - 0055   Essentials Of Human Nutrition,0055-LEC Main Sess,Staff,45,24,21,0,0
11573,HUN 1201 - 0056   Essentials Of Human Nutrition,0056-LEC Main Sess,Staff,45,28,17,0,0
11574,HUN 1201 - 0057   Essentials Of Human Nutrition,0057-LEC Main Sess,Staff,45,23,22,0,0
11575,HUN 1201 - 0058   Essentials Of Human Nutrition,0058-LEC Main Sess,Staff,45,29,16,0,0
11576,HUN 1201 - 0059   Essentials Of Human Nutrition,0059-LEC Main Sess,Staff,45,43,2,0,0
11577,HUN 1201 - 0060   Essentials Of Human Nutrition,0060-LEC Main Sess,Staff,45,18,27,0,0
11578,HUN 1201 - 0061   Essentials Of Human Nutrition,0061-LEC Main Sess,Staff,34,29,5,0,0
11579,HUN 1201 - 0062   Essentials Of Human Nutrition,0062-LEC Main Sess,Staff,34,31,3,0,0
11580,HUN 1201 - 0063   Essentials Of Human Nutrition,0063-LEC Main Sess,Staff,34,27,7,0,0
11581,HUN 1201 - 0066   Essentials Of Human Nutrition,0066-LEC Main Sess,Staff,30,28,2,0,0
11582,HUN 1201 - 0067   Essentials Of Human Nutrition,0067-LEC Main Sess,Staff,34,30,4,0,0
11626,HUN 1201 - 0068   Essentials Of Human Nutrition,0068-LEC Conversion,Staff,34,31,3,0,0
11631,HUN 1201 - 0069   Essentials Of Human Nutrition,0069-LEC Conversion,Staff,34,30,4,0,0
11583,HUN 1201 - 0070   Essentials Of Human Nutrition,0070-LEC Main Sess,Staff,30,26,4,0,0
11584,HUN 1201 - 0071   Essentials Of Human Nutrition,0071-LEC Main Sess,Staff,30,27,3,0,0
11630,HUN 1201 - 0072   Essentials Of Human Nutrition,0072-LEC Conversion,Staff,34,29,5,0,0
11585,HUN 1201 - 0073   Essentials Of Human Nutrition,0073-LEC Main Sess,Staff,30,28,2,0,0
11586,HUN 1201 - 0074   Essentials Of Human Nutrition,0074-LEC Main Sess,Staff,30,25,5,0,0
11587,HUN 1201 - 0075   Essentials Of Human Nutrition,0075-LEC Main Sess,Staff,30,24,6,0,0
11588,HUN 1201 - 0076   Essentials Of Human Nutrition,0076-LEC Main Sess,Staff,30,29,1,0,0
11589,HUN 1201 - 0077   Essentials Of Human Nutrition,0077-LEC Main Sess,Staff,34,25,9,0,0
11590,HUN 1201 - 0078   Essentials Of Human Nutrition,0078-LEC Main Sess,Staff,35,32,3,0,0
11615,HUN 1201 - 0079   Essentials Of Human Nutrition,0079-LEC Twelve Wk,Staff,40,25,15,0,0
11591,HUN 1201 - 0080   Essentials Of Human Nutrition,0080-LEC Main Sess,Staff,30,0,30,0,0
11592,HUN 1201 - 0081   Essentials Of Human Nutrition,0081-LEC Main Sess,Staff,37,0,37,0,0
11593,HUN 1201 - 0082   Essentials Of Human Nutrition,0082-LEC Main Sess,Staff,30,29,1,0,0
11594,HUN 1201 - 0083   Essentials Of Human Nutrition,0083-LEC Main Sess,Staff,30,19,11,0,0
11595,HUN 1201 - 0084   Essentials Of Human Nutrition,0084-LEC Main Sess,Staff,30,26,4,0,0
11596,HUN 1201 - 0085   Essentials Of Human Nutrition,0085-LEC Main Sess,Staff,33,22,11,0,0
11614,HUN 1201 - 0086   Essentials Of Human Nutrition,0086-LEC Twelve Wk,Staff,35,20,15,0,0
11597,HUN 1201 - 0087   Essentials Of Human Nutrition,0087-LEC Main Sess,Staff,38,36,2,0,0
11598,HUN 1201 - 0088   Essentials Of Human Nutrition,0088-LEC Main Sess,Staff,30,27,3,0,0
11599,HUN 1201 - 0089   Essentials Of Human Nutrition,0089-LEC Main Sess,Staff,31,22,9,0,0
11611,HUN 1201 - 0090   Essentials Of Human Nutrition,0090-LEC Main Sess,Staff,33,0,33,0,0
11600,HUN 1201 - 0091   Essentials Of Human Nutrition,0091-LEC Main Sess,Staff,35,10,25,0,0
11627,HUN 1201 - 0092   Essentials Of Human Nutrition,0092-LEC Conversion,Staff,35,20,15,0,0
11612,HUN 1201 - 0093   Essentials Of Human Nutrition,0093-LEC Main Sess,Staff,35,16,19,0,0
11601,HUN 1201 - 0094   Essentials Of Human Nutrition,0094-LEC Main Sess,Staff,35,0,35,0,0
11602,HUN 1201 - 0095   Essentials Of Human Nutrition,0095-LEC Main Sess,Staff,35,22,13,0,0
11623,HUN 1201 - 0096   Essentials Of Human Nutrition,0096-LEC Twelve Wk,Staff,30,0,30,0,0
11603,HUN 1201 - 0097   Essentials Of Human Nutrition,0097-LEC Main Sess,Staff,35,0,35,0,0
11604,HUN 1201 - 0098   Essentials Of Human Nutrition,0098-LEC Main Sess,Staff,30,0,30,0,0
11605,HUN 1201 - 0099   Essentials Of Human Nutrition,0099-LEC Main Sess,Staff,35,11,24,0,0
11606,HUN 1201 - 0100   Essentials Of Human Nutrition,0100-LEC Main Sess,Staff,35,29,6,0,0
11607,HUN 1201 - 0101   Essentials Of Human Nutrition,0101-LEC Main Sess,Staff,35,26,9,0,0
11608,HUN 1201 - 0102   Essentials Of Human Nutrition,0102-LEC Main Sess,Staff,35,22,13,0,0
12239,MUC 1201 - 0001   Composition 1,0001-LEC Main Sess,Staff,5,3,2,0,0
13904,DAA 1200 - 0001   Ballet Dance 1,0001-LEC Main Sess,Staff,12,5,7,0,0
13903,DAA 1200 - 0002   Ballet Dance 1,0002-LEC Main Sess,Staff,25,6,19,0,0
14191,DES 1200 - 0001   Dental Radiology,0001-LEC Conversion,Staff,1,0,1,0,0
14487,EEC 1200 - 0001   Early Childhood Curriculum 1,0001-LEC Main Sess,Staff,30,9,21,0,0
14490,EEC 1200 - 0002   Early Childhood Curriculum 1,0002-LEC Twelve Wk,Staff,30,9,21,0,0
14488,EEC 1200 - 0003   Early Childhood Curriculum 1,0003-LEC Main Sess,Staff,30,0,30,0,0
14491,EEC 1200 - 0004   Early Childhood Curriculum 1,0004-LEC Twelve Wk,Staff,30,8,22,0,0
14492,EEC 1200 - 0005   Early Childhood Curriculum 1,0005-LEC Conversion,Staff,30,0,30,0,0
14489,EEC 1200 - 0006   Early Childhood Curriculum 1,0006-LEC Twelve Wk,Staff,30,9,21,0,0
15267,FSS 1200 - 0001   Culinary Terminology And Procedures,0001-LEC Main Sess,Staff,32,0,32,0,0
15270,FSS 1200 - 0002   Culinary Terminology And Procedures,0002-LEC Main Sess,Staff,32,16,16,0,0
15269,FSS 1200 - 0003   Culinary Terminology And Procedures,0003-LEC Main Sess,Staff,30,17,13,0,0
15268,FSS 1200 - 0004   Culinary Terminology And Procedures,0004-LEC Main Sess,Staff,30,19,11,0,0
11644,IND 1200 - 0001   Interior Design 2,0001-LEC Main Sess,Staff,15,11,4,0,0
11646,IND 1200 - 0002   Interior Design 2,0002-LEC Main Sess,Staff,15,8,7,0,0
11645,IND 1200 - 0003   Interior Design 2,0003-LEC Main Sess,Staff,15,8,7,0,0
14078,TPA 1200 - 0001   Stagecraft,0001-LEC Main Sess,Staff,15,0,15,0,0
14077,TPA 1200 - 0002   Stagecraft,0002-LEC Main Sess,Staff,25,14,11,0,0
7808,MLT 1196 - 0001   Laboratory Safety And Regulations,0001-LEC Main Sess,Staff,20,14,6,0,0
5916,CCJ 1191 - 0001   Human Behavior In Criminal Justice,0001-LEC Conversion,Staff,30,28,2,0,0
5905,CCJ 1191 - 0002   Human Behavior In Criminal Justice,0002-LEC Main Sess,Staff,30,22,8,0,0
5907,CCJ 1191 - 0004   Human Behavior In Criminal Justice,0004-LEC Main Sess,Staff,40,25,15,0,0
5908,CCJ 1191 - 0005   Human Behavior In Criminal Justice,0005-LEC Main Sess,Staff,30,24,6,0,0
5917,CCJ 1191 - 0006   Human Behavior In Criminal Justice,0006-LEC 1st Mon Sp,Staff,25,0,25,0,0
5913,CCJ 1191 - 0007   Human Behavior In Criminal Justice,0007-LEC Twelve Wk,Staff,30,0,30,0,0
5918,CCJ 1191 - 0008   Human Behavior In Criminal Justice,0008-LEC 1st Mon Sp,Staff,35,31,4,0,0
5914,CCJ 1191 - 0009   Human Behavior In Criminal Justice,0009-LEC Twelve Wk,Staff,30,27,3,0,0
5909,CCJ 1191 - 0010   Human Behavior In Criminal Justice,0010-LEC Main Sess,Staff,30,29,1,0,0
5910,CCJ 1191 - 0011   Human Behavior In Criminal Justice,0011-LEC Main Sess,Staff,40,21,19,0,0
5911,CCJ 1191 - 0012   Human Behavior In Criminal Justice,0012-LEC Main Sess,Staff,34,32,2,0,0
5912,CCJ 1191 - 0013   Human Behavior In Criminal Justice,0013-LEC Main Sess,Staff,30,24,6,0,0
5915,CCJ 1191 - 0014   Human Behavior In Criminal Justice,0014-LEC Conversion,Staff,34,22,12,0,0
12225,MLT 1191 - 0001   Histotechnology 1,0001-LEC Main Sess,Staff,20,13,7,0,0
13231,TPP 1190 - 0001   Studio Theatre-Cast,0001-LEC Conversion,Staff,30,1,29,0,0
12130,ETI 1172 - 0001   Introduction To Quality Assurance,0001-LEC Twelve Wk,Staff,30,0,30,0,0
8294,CET 1171 - 0001   Introduction To Computer Service And Maintenance,0001-LEC Eight Wk 1,Staff,24,14,10,0,0
8293,CET 1171 - 0002   Introduction To Computer Service And Maintenance,0002-LEC Eight Wk 1,Staff,24,9,15,0,0
17245,TPP 1170 - 0001   Beginning Characterization,0001-LEC Conversion,Staff,25,10,15,0,0
17247,TPP 1170 - 0002   Beginning Characterization,0002-LEC Conversion,Staff,25,10,15,0,0
17246,TPP 1170 - 0003   Beginning Characterization,0003-LEC Conversion,Staff,25,15,10,0,0
5897,CJC 1162 - 0001   Parole And Probation,0001-LEC Main Sess,Staff,40,0,40,0,0
5903,CJC 1162 - 0002   Parole And Probation,0002-LEC Twelve Wk,Staff,30,16,14,0,0
5898,CJC 1162 - 0003   Parole And Probation,0003-LEC Main Sess,Staff,40,33,7,0,0
5899,CJC 1162 - 0004   Parole And Probation,0004-LEC Main Sess,Staff,45,25,20,0,0
5900,CJC 1162 - 0005   Parole And Probation,0005-LEC Main Sess,Staff,30,29,1,0,0
5901,CJC 1162 - 0006   Parole And Probation,0006-LEC Main Sess,Staff,30,17,13,0,0
5902,CJC 1162 - 0007   Parole And Probation,0007-LEC Main Sess,Staff,35,13,22,0,0
7110,ISS 1161 - 0001   The Individual In Society,0001-LEC Main Sess,Staff,45,35,10,0,0
7111,ISS 1161 - 0002   The Individual In Society,0002-LEC Main Sess,Staff,40,19,21,0,0
7112,ISS 1161 - 0003   The Individual In Society,0003-LEC Main Sess,Staff,49,19,30,0,0
7113,ISS 1161 - 0004   The Individual In Society,0004-LEC Main Sess,Staff,30,0,30,0,0
7120,ISS 1161 - 0005   The Individual In Society,0005-LEC Eight Wk 2,Staff,36,0,36,0,0
7114,ISS 1161 - 0006   The Individual In Society,0006-LEC Main Sess,Staff,47,18,29,0,0
