Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
7115,ISS 1161 - 0007   The Individual In Society,0007-LEC Main Sess,Staff,47,0,47,0,0
7117,ISS 1161 - 0008   The Individual In Society,0008-LEC Main Sess,Staff,30,26,4,0,0
7121,ISS 1161 - 0009   The Individual In Society,0009-LEC Conversion,Staff,34,33,1,0,0
7118,ISS 1161 - 0010   The Individual In Society,0010-LEC Main Sess,Staff,29,13,16,0,0
7119,ISS 1161 - 0011   The Individual In Society,0011-LEC Main Sess,Staff,33,0,33,0,0
7116,ISS 1161 - 0012   The Individual In Society,0012-LEC Main Sess,Staff,33,0,33,0,0
11494,MKA 1161 - 0001   Introduction To Customer Service,0001-LEC Main Sess,Staff,30,0,30,0,0
11495,MKA 1161 - 0002   Introduction To Customer Service,0002-LEC Main Sess,Staff,30,25,5,0,0
11496,MKA 1161 - 0003   Introduction To Customer Service,0003-LEC Conversion,Staff,30,21,9,0,0
11898,TPP 1161 - 0001   Voice & Movement 1 Continuation,0001-LEC Main Sess,Staff,25,13,12,0,0
11900,TPP 1161 - 0002   Voice & Movement 1 Continuation,0002-LEC Conversion,Staff,25,16,9,0,0
11899,TPP 1161 - 0003   Voice & Movement 1 Continuation,0003-LEC Conversion,Staff,25,11,14,0,0
12580,TPP 1160 - 0001   Voice & Movement 1,0001-LEC Conversion,Staff,25,4,21,0,0
12582,TPP 1160 - 0002   Voice & Movement 1,0002-LEC Conversion,Staff,40,3,37,0,0
12581,TPP 1160 - 0003   Voice & Movement 1,0003-LEC Conversion,Staff,25,4,21,0,0
17248,TRA 1154 - 0001   Introduction To Supply Chain Management,0001-LEC Main Sess,Staff,30,11,19,0,0
17249,TRA 1154 - 0002   Introduction To Supply Chain Management,0002-LEC Eight Wk 1,Staff,30,21,9,0,0
11388,IDS 1153 - 0001   Earth Literacy And Sustainability 1,0001-LEC 1st Mon Sp,Staff,25,0,25,0,0
16905,OPT 1150 - 0001   Ophthalmic Lenses,0001-LEC Main Sess,Staff,40,29,11,0,0
14079,TPP 1150 - 0001   Scene Study 1,0001-LEC Main Sess,Staff,12,7,5,0,0
14082,TPP 1150 - 0002   Scene Study 1,0002-LEC Main Sess,Staff,15,10,5,0,0
14081,TPP 1150 - 0003   Scene Study 1,0003-LEC Main Sess,Staff,25,13,12,0,0
14080,TPP 1150 - 0004   Scene Study 1,0004-LEC Main Sess,Staff,25,15,10,0,0
7362,MAC 1147 - 0001   Pre-Calculus Algebra And Trigonometry,0001-LEC Main Sess,Staff,40,32,8,0,0
7363,MAC 1147 - 0002   Pre-Calculus Algebra And Trigonometry,0002-LEC Main Sess,Staff,40,35,5,0,0
7364,MAC 1147 - 0003   Pre-Calculus Algebra And Trigonometry,0003-LEC Main Sess,Staff,40,17,23,0,0
7365,MAC 1147 - 0004   Pre-Calculus Algebra And Trigonometry,0004-LEC Main Sess,Staff,40,34,6,0,0
7366,MAC 1147 - 0005   Pre-Calculus Algebra And Trigonometry,0005-LEC Main Sess,Staff,20,0,20,0,0
7367,MAC 1147 - 0006   Pre-Calculus Algebra And Trigonometry,0006-LEC Main Sess,Staff,25,18,7,0,0
7369,MAC 1147 - 0008   Pre-Calculus Algebra And Trigonometry,0008-LEC Main Sess,Staff,36,31,5,0,0
7370,MAC 1147 - 0009   Pre-Calculus Algebra And Trigonometry,0009-LEC Main Sess,Staff,40,21,19,0,0
7371,MAC 1147 - 0010   Pre-Calculus Algebra And Trigonometry,0010-LEC Main Sess,Staff,40,39,1,0,0
7372,MAC 1147 - 0011   Pre-Calculus Algebra And Trigonometry,0011-LEC Main Sess,Staff,40,39,1,0,0
7374,MAC 1147 - 0013   Pre-Calculus Algebra And Trigonometry,0013-LEC Main Sess,Staff,36,35,1,0,0
7391,MAC 1147 - 0014   Pre-Calculus Algebra And Trigonometry,0014-LEC Weekend,Staff,30,15,15,0,0
7375,MAC 1147 - 0015   Pre-Calculus Algebra And Trigonometry,0015-LEC Main Sess,Staff,38,34,4,0,0
7376,MAC 1147 - 0016   Pre-Calculus Algebra And Trigonometry,0016-LEC Main Sess,Staff,38,35,3,0,0
7377,MAC 1147 - 0017   Pre-Calculus Algebra And Trigonometry,0017-LEC Main Sess,Staff,38,22,16,0,0
7379,MAC 1147 - 0019   Pre-Calculus Algebra And Trigonometry,0019-LEC Main Sess,Staff,35,14,21,0,0
7380,MAC 1147 - 0020   Pre-Calculus Algebra And Trigonometry,0020-LEC Main Sess,Staff,30,23,7,0,0
7381,MAC 1147 - 0021   Pre-Calculus Algebra And Trigonometry,0021-LEC Main Sess,Staff,30,26,4,0,0
7382,MAC 1147 - 0022   Pre-Calculus Algebra And Trigonometry,0022-LEC Main Sess,Staff,30,27,3,0,0
7384,MAC 1147 - 0024   Pre-Calculus Algebra And Trigonometry,0024-LEC Main Sess,Staff,20,17,3,0,0
7385,MAC 1147 - 0025   Pre-Calculus Algebra And Trigonometry,0025-LEC Main Sess,Staff,37,35,2,0,0
7386,MAC 1147 - 0026   Pre-Calculus Algebra And Trigonometry,0026-LEC Main Sess,Staff,37,35,2,0,0
7387,MAC 1147 - 0027   Pre-Calculus Algebra And Trigonometry,0027-LEC Main Sess,Staff,30,0,30,0,0
7388,MAC 1147 - 0028   Pre-Calculus Algebra And Trigonometry,0028-LEC Main Sess,Staff,30,28,2,0,0
7389,MAC 1147 - 0029   Pre-Calculus Algebra And Trigonometry,0029-LEC Main Sess,Staff,35,19,16,0,0
7390,MAC 1147 - 0030   Pre-Calculus Algebra And Trigonometry,0030-LEC Main Sess,Staff,35,18,17,0,0
13008,NUR 1142 - 0001   Introduction To Nursing Math & Pharmacology,0001-LEC Conversion,Staff,30,28,2,0,0
13014,NUR 1142 - 0002   Introduction To Nursing Math & Pharmacology,0002-LEC Conversion,Staff,30,12,18,0,0
13012,NUR 1142 - 0004   Introduction To Nursing Math & Pharmacology,0004-LEC Conversion,Staff,25,20,5,0,0
13005,NUR 1142 - 0008   Introduction To Nursing Math & Pharmacology,0008-LEC Conversion,Staff,40,17,23,0,0
13007,NUR 1142 - 0009   Introduction To Nursing Math & Pharmacology,0009-LEC Conversion,Staff,35,19,16,0,0
13006,NUR 1142 - 0010   Introduction To Nursing Math & Pharmacology,0010-LEC Conversion,Staff,65,44,21,0,0
8098,NUR 1141 - 0001   Nursing Math & Pharmacology,0001-LEC Conversion,Staff,56,44,12,0,0
8097,NUR 1141 - 0002   Nursing Math & Pharmacology,0002-LEC Conversion,Staff,40,0,40,0,0
8099,NUR 1141 - 0003   Nursing Math & Pharmacology,0003-LEC Conversion,Staff,50,42,8,0,0
8100,NUR 1141 - 0005   Nursing Math & Pharmacology,0005-LEC Conversion,Staff,50,46,4,0,0
12792,MAC 1140 - 0001   Pre-Calculus Algebra,0001-LEC Weekend,Staff,30,12,18,0,0
12763,MAC 1140 - 0002   Pre-Calculus Algebra,0002-LEC Main Sess,Staff,40,20,20,0,0
12764,MAC 1140 - 0003   Pre-Calculus Algebra,0003-LEC Main Sess,Staff,40,15,25,0,0
12769,MAC 1140 - 0005   Pre-Calculus Algebra,0005-LEC Main Sess,Staff,40,37,3,0,0
12771,MAC 1140 - 0007   Pre-Calculus Algebra,0007-LEC Main Sess,Staff,38,23,15,0,0
12772,MAC 1140 - 0008   Pre-Calculus Algebra,0008-LEC Main Sess,Staff,40,16,24,0,0
12774,MAC 1140 - 0010   Pre-Calculus Algebra,0010-LEC Main Sess,Staff,40,39,1,0,0
12775,MAC 1140 - 0011   Pre-Calculus Algebra,0011-LEC Main Sess,Staff,40,39,1,0,0
12776,MAC 1140 - 0012   Pre-Calculus Algebra,0012-LEC Main Sess,Staff,40,20,20,0,0
12789,MAC 1140 - 0013   Pre-Calculus Algebra,0013-LEC Eight Wk 2,Staff,39,0,39,0,0
12777,MAC 1140 - 0014   Pre-Calculus Algebra,0014-LEC Main Sess,Staff,40,24,16,0,0
12778,MAC 1140 - 0015   Pre-Calculus Algebra,0015-LEC Main Sess,Staff,38,36,2,0,0
12780,MAC 1140 - 0017   Pre-Calculus Algebra,0017-LEC Main Sess,Staff,35,23,12,0,0
12781,MAC 1140 - 0018   Pre-Calculus Algebra,0018-LEC Main Sess,Staff,38,25,13,0,0
12782,MAC 1140 - 0019   Pre-Calculus Algebra,0019-LEC Main Sess,Staff,38,35,3,0,0
12783,MAC 1140 - 0020   Pre-Calculus Algebra,0020-LEC Main Sess,Staff,38,11,27,0,0
12784,MAC 1140 - 0021   Pre-Calculus Algebra,0021-LEC Main Sess,Staff,25,0,25,0,0
12785,MAC 1140 - 0022   Pre-Calculus Algebra,0022-LEC Main Sess,Staff,30,26,4,0,0
12786,MAC 1140 - 0023   Pre-Calculus Algebra,0023-LEC Main Sess,Staff,30,25,5,0,0
12791,MAC 1140 - 0024   Pre-Calculus Algebra,0024-LEC Conversion,Staff,30,28,2,0,0
12790,MAC 1140 - 0026   Pre-Calculus Algebra,0026-LEC Eight Wk 2,Staff,37,0,37,0,0
12788,MAC 1140 - 0027   Pre-Calculus Algebra,0027-LEC Main Sess,Staff,30,19,11,0,0
12767,MAC 1140 - 0028   Pre-Calculus Algebra,0028-LEC Main Sess,Staff,30,27,3,0,0
12766,MAC 1140 - 0029   Pre-Calculus Algebra,0029-LEC Main Sess,Staff,35,27,8,0,0
5522,CTS 1134 - 0001   Networking Technologies,0001-LEC Conversion,Staff,20,0,20,0,0
5512,CTS 1134 - 0002   Networking Technologies,0002-LEC Main Sess,Staff,24,23,1,0,0
5513,CTS 1134 - 0003   Networking Technologies,0003-LEC Main Sess,Staff,30,29,1,0,0
5514,CTS 1134 - 0004   Networking Technologies,0004-LEC Main Sess,Staff,5,0,5,0,0
5515,CTS 1134 - 0005   Networking Technologies,0005-LEC Main Sess,Staff,28,0,28,0,0
5516,CTS 1134 - 0006   Networking Technologies,0006-LEC Main Sess,Staff,28,27,1,0,0
5517,CTS 1134 - 0007   Networking Technologies,0007-LEC Main Sess,Staff,28,27,1,0,0
5518,CTS 1134 - 0008   Networking Technologies,0008-LEC Main Sess,Staff,16,14,2,0,0
5519,CTS 1134 - 0009   Networking Technologies,0009-LEC Main Sess,Staff,16,12,4,0,0
5520,CTS 1134 - 0010   Networking Technologies,0010-LEC Main Sess,Staff,20,0,20,0,0
5521,CTS 1134 - 0011   Networking Technologies,0011-LEC Main Sess,Staff,35,14,21,0,0
14193,DIG 1132 - 0001   Digital Art And Design,0001-LEC Main Sess,Staff,24,23,1,0,0
14195,DIG 1132 - 0002   Digital Art And Design,0002-LEC Conversion,Staff,24,23,1,0,0
14194,DIG 1132 - 0003   Digital Art And Design,0003-LEC Main Sess,Staff,24,20,4,0,0
8667,CTS 1131 - 0001   A+ Computer Essentials & Support,0001-LEC 1st Mon Sp,Staff,25,21,4,0,0
8664,CTS 1131 - 0002   A+ Computer Essentials & Support,0002-LEC Main Sess,Staff,25,0,25,0,0
14654,IND 1130 - 0001   History Of Interiors 2,0001-LEC Main Sess,Staff,20,6,14,0,0
7123,ARC 1126 - 0001   Architectural Drawing 1,0001-LEC Main Sess,Staff,20,17,3,0,0
7124,ARC 1126 - 0002   Architectural Drawing 1,0002-LEC Main Sess,Staff,20,17,3,0,0
7129,ARC 1126 - 0007   Architectural Drawing 1,0007-LEC Main Sess,Staff,20,17,3,0,0
7130,ARC 1126 - 0008   Architectural Drawing 1,0008-LEC Main Sess,Staff,20,19,1,0,0
7131,ARC 1126 - 0009   Architectural Drawing 1,0009-LEC Main Sess,Staff,20,18,2,0,0
7132,ARC 1126 - 0010   Architectural Drawing 1,0010-LEC Conversion,Staff,2,0,2,0,0
15722,SLS 1125 - 0001   Student Support Seminar,0001-LEC Main Sess,Staff,33,29,4,0,0
15723,SLS 1125 - 0002   Student Support Seminar,0002-LEC Main Sess,Staff,30,27,3,0,0
15747,SLS 1125 - 0003   Student Support Seminar,0003-LEC Main Sess,Staff,30,24,6,0,0
15748,SLS 1125 - 0004   Student Support Seminar,0004-LEC Main Sess,Staff,30,27,3,0,0
15749,SLS 1125 - 0005   Student Support Seminar,0005-LEC Main Sess,Staff,40,0,40,0,0
15750,SLS 1125 - 0006   Student Support Seminar,0006-LEC Main Sess,Staff,40,28,12,0,0
15773,SLS 1125 - 0007   Student Support Seminar,0007-LEC Twelve Wk,Staff,35,33,2,0,0
15751,SLS 1125 - 0008   Student Support Seminar,0008-LEC Main Sess,Staff,30,0,30,0,0
15752,SLS 1125 - 0009   Student Support Seminar,0009-LEC Main Sess,Staff,40,32,8,0,0
15772,SLS 1125 - 0010   Student Support Seminar,0010-LEC Twelve Wk,Staff,37,22,15,0,0
15771,SLS 1125 - 0011   Student Support Seminar,0011-LEC Twelve Wk,Staff,37,29,8,0,0
15781,SLS 1125 - 0012   Student Support Seminar,0012-LEC Conversion,Staff,37,30,7,0,0
15770,SLS 1125 - 0013   Student Support Seminar,0013-LEC Twelve Wk,Staff,37,19,18,0,0
15753,SLS 1125 - 0014   Student Support Seminar,0014-LEC Main Sess,Staff,30,24,6,0,0
15754,SLS 1125 - 0015   Student Support Seminar,0015-LEC Main Sess,Staff,30,29,1,0,0
15755,SLS 1125 - 0016   Student Support Seminar,0016-LEC Main Sess,Staff,25,24,1,0,0
15756,SLS 1125 - 0017   Student Support Seminar,0017-LEC Main Sess,Staff,30,28,2,0,0
15757,SLS 1125 - 0018   Student Support Seminar,0018-LEC Main Sess,Staff,30,22,8,0,0
15758,SLS 1125 - 0019   Student Support Seminar,0019-LEC Main Sess,Staff,36,35,1,0,0
15783,SLS 1125 - 0020   Student Support Seminar,0020-LEC Weekend,Staff,30,27,3,0,0
15776,SLS 1125 - 0022   Student Support Seminar,0022-LEC Eight Wk 2,Staff,30,28,2,0,0
15759,SLS 1125 - 0023   Student Support Seminar,0023-LEC Main Sess,Staff,30,28,2,0,0
15746,SLS 1125 - 0024   Student Support Seminar,0024-LEC Main Sess,Staff,30,27,3,0,0
15745,SLS 1125 - 0025   Student Support Seminar,0025-LEC Main Sess,Staff,30,26,4,0,0
15744,SLS 1125 - 0026   Student Support Seminar,0026-LEC Main Sess,Staff,30,28,2,0,0
15743,SLS 1125 - 0027   Student Support Seminar,0027-LEC Main Sess,Staff,30,26,4,0,0
15742,SLS 1125 - 0028   Student Support Seminar,0028-LEC Main Sess,Staff,26,25,1,0,0
15741,SLS 1125 - 0029   Student Support Seminar,0029-LEC Main Sess,Staff,30,28,2,0,0
15777,SLS 1125 - 0032   Student Support Seminar,0032-LEC Eight Wk 2,Staff,30,28,2,0,0
15778,SLS 1125 - 0033   Student Support Seminar,0033-LEC Eight Wk 2,Staff,28,26,2,0,0
15780,SLS 1125 - 0035   Student Support Seminar,0035-LEC Eight Wk 2,Staff,25,20,5,0,0
15739,SLS 1125 - 0036   Student Support Seminar,0036-LEC Main Sess,Staff,30,29,1,0,0
15738,SLS 1125 - 0037   Student Support Seminar,0037-LEC Main Sess,Staff,30,29,1,0,0
15737,SLS 1125 - 0040   Student Support Seminar,0040-LEC Main Sess,Staff,37,31,6,0,0
15736,SLS 1125 - 0041   Student Support Seminar,0041-LEC Main Sess,Staff,37,33,4,0,0
15735,SLS 1125 - 0042   Student Support Seminar,0042-LEC Main Sess,Staff,30,29,1,0,0
15734,SLS 1125 - 0043   Student Support Seminar,0043-LEC Main Sess,Staff,37,35,2,0,0
15733,SLS 1125 - 0044   Student Support Seminar,0044-LEC Main Sess,Staff,37,34,3,0,0
15732,SLS 1125 - 0045   Student Support Seminar,0045-LEC Main Sess,Staff,37,33,4,0,0
15763,SLS 1125 - 0046   Student Support Seminar,0046-LEC Twelve Wk,Staff,37,36,1,0,0
15764,SLS 1125 - 0047   Student Support Seminar,0047-LEC Twelve Wk,Staff,37,34,3,0,0
15765,SLS 1125 - 0048   Student Support Seminar,0048-LEC Twelve Wk,Staff,30,0,30,0,0
15731,SLS 1125 - 0049   Student Support Seminar,0049-LEC Main Sess,Staff,37,23,14,0,0
15766,SLS 1125 - 0050   Student Support Seminar,0050-LEC Twelve Wk,Staff,40,29,11,0,0
15782,SLS 1125 - 0051   Student Support Seminar,0051-LEC Conversion,Staff,30,0,30,0,0
15730,SLS 1125 - 0052   Student Support Seminar,0052-LEC Main Sess,Staff,39,34,5,0,0
15729,SLS 1125 - 0053   Student Support Seminar,0053-LEC Main Sess,Staff,39,26,13,0,0
15728,SLS 1125 - 0054   Student Support Seminar,0054-LEC Main Sess,Staff,29,15,14,0,0
15767,SLS 1125 - 0055   Student Support Seminar,0055-LEC Twelve Wk,Staff,30,26,4,0,0
15768,SLS 1125 - 0056   Student Support Seminar,0056-LEC Twelve Wk,Staff,25,22,3,0,0
15727,SLS 1125 - 0058   Student Support Seminar,0058-LEC Main Sess,Staff,30,27,3,0,0
15726,SLS 1125 - 0059   Student Support Seminar,0059-LEC Main Sess,Staff,32,29,3,0,0
15725,SLS 1125 - 0060   Student Support Seminar,0060-LEC Main Sess,Staff,35,33,2,0,0
15774,SLS 1125 - 0061   Student Support Seminar,0061-LEC Twelve Wk,Staff,35,32,3,0,0
15724,SLS 1125 - 0062   Student Support Seminar,0062-LEC Main Sess,Staff,35,18,17,0,0
6042,AVM 1121 - 0001   Hazardous Materials/Dangerous Goods,0001-LEC Main Sess,Staff,30,9,21,0,0
5427,CHI 1121 - 0001   Elementary Mandarin Chinese 2,0001-LEC Main Sess,Staff,15,7,8,0,0
5430,CHI 1121 - 0002   Elementary Mandarin Chinese 2,0002-LEC Main Sess,Staff,20,5,15,0,0
5429,CHI 1121 - 0003   Elementary Mandarin Chinese 2,0003-LEC Main Sess,Staff,20,0,20,0,0
5428,CHI 1121 - 0004   Elementary Mandarin Chinese 2,0004-LEC Main Sess,Staff,15,7,8,0,0
16243,FRE 1121 - 0001   Elementary French 2,0001-LEC Eight Wk 2,Staff,28,16,12,0,0
16244,FRE 1121 - 0002   Elementary French 2,0002-LEC Eight Wk 2,Staff,28,0,28,0,0
16240,FRE 1121 - 0003   Elementary French 2,0003-LEC Main Sess,Staff,25,12,13,0,0
16241,FRE 1121 - 0004   Elementary French 2,0004-LEC Eight Wk 2,Staff,28,18,10,0,0
16245,FRE 1121 - 0005   Elementary French 2,0005-LEC Weekend,Staff,2,0,2,0,0
16246,FRE 1121 - 0006   Elementary French 2,0006-LEC Weekend,Staff,25,0,25,0,0
16239,FRE 1121 - 0007   Elementary French 2,0007-LEC Main Sess,Staff,30,0,30,0,0
16242,FRE 1121 - 0008   Elementary French 2,0008-LEC Eight Wk 2,Staff,27,0,27,0,0
6378,GER 1121 - 0001   Elementary German 2,0001-LEC Main Sess,Staff,25,0,25,0,0
6377,GER 1121 - 0002   Elementary German 2,0002-LEC Main Sess,Staff,30,9,21,0,0
11647,ITA 1121 - 0001   Elementary Italian 2,0001-LEC Main Sess,Staff,25,6,19,0,0
11648,ITA 1121 - 0002   Elementary Italian 2,0002-LEC Main Sess,Staff,25,6,19,0,0
11650,ITA 1121 - 0003   Elementary Italian 2,0003-LEC Eight Wk 2,Staff,30,0,30,0,0
11649,ITA 1121 - 0004   Elementary Italian 2,0004-LEC Main Sess,Staff,30,7,23,0,0
10911,POR 1121 - 0001   Elementary Portuguese 2,0001-LEC Main Sess,Staff,20,4,16,0,0
10912,POR 1121 - 0002   Elementary Portuguese 2,0002-LEC Weekend,Staff,25,13,12,0,0
11995,PSC 1121 - 0001   General Education Physical Science,0001-LEC Main Sess,Staff,35,0,35,0,0
11996,PSC 1121 - 0002   General Education Physical Science,0002-LEC Main Sess,Staff,35,0,35,0,0
11997,PSC 1121 - 0003   General Education Physical Science,0003-LEC Main Sess,Staff,45,23,22,0,0
11998,PSC 1121 - 0004   General Education Physical Science,0004-LEC Main Sess,Staff,30,29,1,0,0
11999,PSC 1121 - 0005   General Education Physical Science,0005-LEC Main Sess,Staff,30,24,6,0,0
12000,PSC 1121 - 0006   General Education Physical Science,0006-LEC Main Sess,Staff,30,28,2,0,0
12001,PSC 1121 - 0007   General Education Physical Science,0007-LEC Conversion,Staff,30,29,1,0,0
14004,RUS 1121 - 0001   Elementary Russian 2,0001-LEC Main Sess,Staff,25,7,18,0,0
14005,RUS 1121 - 0002   Elementary Russian 2,0002-LEC Eight Wk 2,Staff,5,2,3,0,0
11088,SPN 1121 - 0001   Elementary Spanish 2,0001-LEC Main Sess,Staff,30,27,3,0,0
11100,SPN 1121 - 0002   Elementary Spanish 2,0002-LEC Eight Wk 2,Staff,30,26,4,0,0
11089,SPN 1121 - 0003   Elementary Spanish 2,0003-LEC Main Sess,Staff,28,17,11,0,0
11099,SPN 1121 - 0004   Elementary Spanish 2,0004-LEC Eight Wk 2,Staff,29,21,8,0,0
11096,SPN 1121 - 0005   Elementary Spanish 2,0005-LEC Main Sess,Staff,28,17,11,0,0
11095,SPN 1121 - 0007   Elementary Spanish 2,0007-LEC Main Sess,Staff,25,20,5,0,0
11093,SPN 1121 - 0009   Elementary Spanish 2,0009-LEC Main Sess,Staff,25,10,15,0,0
11097,SPN 1121 - 0010   Elementary Spanish 2,0010-LEC Eight Wk 2,Staff,25,15,10,0,0
11092,SPN 1121 - 0011   Elementary Spanish 2,0011-LEC Main Sess,Staff,25,12,13,0,0
11101,SPN 1121 - 0012   Elementary Spanish 2,0012-LEC Eight Wk 2,Staff,30,19,11,0,0
11103,SPN 1121 - 0013   Elementary Spanish 2,0013-LEC Weekend,Staff,30,15,15,0,0
11102,SPN 1121 - 0014   Elementary Spanish 2,0014-LEC Eight Wk 2,Staff,30,17,13,0,0
11091,SPN 1121 - 0015   Elementary Spanish 2,0015-LEC Main Sess,Staff,30,13,17,0,0
11090,SPN 1121 - 0016   Elementary Spanish 2,0016-LEC Main Sess,Staff,30,0,30,0,0
5747,CHI 1120 - 0001   Elementary Mandarin Chinese 1,0001-LEC Main Sess,Staff,30,4,26,0,0
5748,CHI 1120 - 0002   Elementary Mandarin Chinese 1,0002-LEC Main Sess,Staff,16,15,1,0,0
5752,CHI 1120 - 0003   Elementary Mandarin Chinese 1,0003-LEC Main Sess,Staff,15,8,7,0,0
5750,CHI 1120 - 0004   Elementary Mandarin Chinese 1,0004-LEC Main Sess,Staff,20,9,11,0,0
5751,CHI 1120 - 0005   Elementary Mandarin Chinese 1,0005-LEC Main Sess,Staff,20,14,6,0,0
5749,CHI 1120 - 0006   Elementary Mandarin Chinese 1,0006-LEC Main Sess,Staff,14,6,8,0,0
5984,CTS 1120 - 0001   Fundamentals Of Networking Security,0001-LEC Main Sess,Staff,30,0,30,0,0
5983,CTS 1120 - 0002   Fundamentals Of Networking Security,0002-LEC Main Sess,Staff,20,0,20,0,0
10384,FRE 1120 - 0001   Elementary French 1,0001-LEC Eight Wk 1,Staff,29,15,14,0,0
10385,FRE 1120 - 0002   Elementary French 1,0002-LEC Eight Wk 1,Staff,29,0,29,0,0
10378,FRE 1120 - 0004   Elementary French 1,0004-LEC Main Sess,Staff,25,8,17,0,0
10379,FRE 1120 - 0005   Elementary French 1,0005-LEC Main Sess,Staff,25,19,6,0,0
10387,FRE 1120 - 0006   Elementary French 1,0006-LEC Weekend,Staff,25,0,25,0,0
10382,FRE 1120 - 0007   Elementary French 1,0007-LEC Eight Wk 1,Staff,28,19,9,0,0
10386,FRE 1120 - 0008   Elementary French 1,0008-LEC Weekend,Staff,30,0,30,0,0
10383,FRE 1120 - 0009   Elementary French 1,0009-LEC Eight Wk 1,Staff,27,13,14,0,0
10380,FRE 1120 - 0010   Elementary French 1,0010-LEC Main Sess,Staff,35,8,27,0,0
7057,GER 1120 - 0001   Elementary German 1,0001-LEC Main Sess,Staff,30,10,20,0,0
7676,ISS 1120 - 0001   The Social Environment,0001-LEC Main Sess,Staff,40,37,3,0,0
7677,ISS 1120 - 0002   The Social Environment,0002-LEC Main Sess,Staff,40,31,9,0,0
7678,ISS 1120 - 0003   The Social Environment,0003-LEC Main Sess,Staff,35,0,35,0,0
7679,ISS 1120 - 0004   The Social Environment,0004-LEC Main Sess,Staff,40,38,2,0,0
7680,ISS 1120 - 0005   The Social Environment,0005-LEC Main Sess,Staff,40,32,8,0,0
7681,ISS 1120 - 0006   The Social Environment,0006-LEC Main Sess,Staff,40,36,4,0,0
7682,ISS 1120 - 0007   The Social Environment,0007-LEC Main Sess,Staff,35,0,35,0,0
7683,ISS 1120 - 0008   The Social Environment,0008-LEC Main Sess,Staff,28,0,28,0,0
7684,ISS 1120 - 0009   The Social Environment,0009-LEC Main Sess,Staff,40,0,40,0,0
7685,ISS 1120 - 0010   The Social Environment,0010-LEC Main Sess,Staff,40,34,6,0,0
7686,ISS 1120 - 0011   The Social Environment,0011-LEC Main Sess,Staff,40,0,40,0,0
7744,ISS 1120 - 0012   The Social Environment,0012-LEC Eight Wk 2,Staff,40,31,9,0,0
7745,ISS 1120 - 0013   The Social Environment,0013-LEC Eight Wk 2,Staff,40,0,40,0,0
7756,ISS 1120 - 0014   The Social Environment,0014-LEC 1st Mon Sp,Staff,40,38,2,0,0
7741,ISS 1120 - 0015   The Social Environment,0015-LEC Twelve Wk,Staff,40,27,13,0,0
7739,ISS 1120 - 0016   The Social Environment,0016-LEC Twelve Wk,Staff,40,20,20,0,0
7687,ISS 1120 - 0017   The Social Environment,0017-LEC Main Sess,Staff,45,20,25,0,0
7688,ISS 1120 - 0018   The Social Environment,0018-LEC Main Sess,Staff,45,37,8,0,0
7689,ISS 1120 - 0019   The Social Environment,0019-LEC Main Sess,Staff,45,18,27,0,0
7690,ISS 1120 - 0020   The Social Environment,0020-LEC Main Sess,Staff,50,13,37,0,0
7691,ISS 1120 - 0021   The Social Environment,0021-LEC Main Sess,Staff,36,23,13,0,0
7692,ISS 1120 - 0022   The Social Environment,0022-LEC Main Sess,Staff,30,25,5,0,0
7693,ISS 1120 - 0023   The Social Environment,0023-LEC Main Sess,Staff,30,23,7,0,0
7695,ISS 1120 - 0025   The Social Environment,0025-LEC Main Sess,Staff,45,42,3,0,0
7696,ISS 1120 - 0026   The Social Environment,0026-LEC Main Sess,Staff,49,25,24,0,0
7697,ISS 1120 - 0027   The Social Environment,0027-LEC Main Sess,Staff,40,13,27,0,0
7698,ISS 1120 - 0028   The Social Environment,0028-LEC Main Sess,Staff,45,44,1,0,0
