Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
2443,Hialeah Campus,WLEP  147 - 10   Intensive English 5 - 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
2778,North Campus,WLEP  147 - 11   Intensive English 5 - 84 hrs,11-LEC Dynamic,Staff,30,0,30,0,0
2781,North Campus,WLEP  147 - 12   Intensive English 5 - 84 hrs,12-LEC Dynamic,Staff,30,0,30,0,0
3720,Wolfson Campus,WLEP  147 - 14   Intensive English 5 - 84 hrs,14-LEC Dynamic,Staff,30,0,30,0,0
3539,Kendall Campus,WLEP  147 - 15   Intensive English 5 - 84 hrs,15-LEC Dynamic,Staff,30,0,30,0,0
1231,West Campus,WLEP  147 - 16   Intensive English 5 - 84 hrs,16-LEC Dynamic,Staff,30,0,30,0,0
1075,West Campus,WLEP  147 - 17   Intensive English 5 - 84 hrs,17-LEC Dynamic,Staff,30,0,30,0,0
2093,Kendall Campus,WTMO  147 - 01   Microsoft Access 2013 Level 1,01-LEC Dynamic,Staff,15,0,15,0,0
3656,North Campus,WTMO  147 - 02   Microsoft Access 2013 Level 1,02-LEC Dynamic,Staff,16,0,16,0,0
3000,Kendall Campus,RLKC  146 - 01   Microsoft Basic Excel (Ages 12-16),01-LEC Dynamic,Staff,15,0,15,0,0
3003,Kendall Campus,RLKC  146 - 02   Microsoft Basic Excel (Ages 12-16),02-LEC Dynamic,Staff,15,0,15,0,0
2638,West Campus,WLEP  146 - 01   Intensive English 4 - 84 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1159,Kendall Campus,WLEP  146 - 02   Intensive English 4 - 84 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1220,Wolfson Campus,WLEP  146 - 03   Intensive English 4 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1221,Wolfson Campus,WLEP  146 - 04   Intensive English 4 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1225,Wolfson Campus,WLEP  146 - 05   Intensive English 4 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1228,Wolfson Campus,WLEP  146 - 06   Intensive English 4 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1230,Wolfson Campus,WLEP  146 - 07   Intensive English 4 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1471,InterAmerican Campus,WLEP  146 - 08   Intensive English 4 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1473,InterAmerican Campus,WLEP  146 - 09   Intensive English 4 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1947,Wolfson Campus,WLEP  146 - 10   Intensive English 4 - 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
1948,Wolfson Campus,WLEP  146 - 11   Intensive English 4 - 84 hrs,11-LEC Dynamic,Staff,30,0,30,0,0
1949,Wolfson Campus,WLEP  146 - 12   Intensive English 4 - 84 hrs,12-LEC Dynamic,Staff,30,0,30,0,0
1951,Wolfson Campus,WLEP  146 - 13   Intensive English 4 - 84 hrs,13-LEC Dynamic,Staff,30,0,30,0,0
2442,Hialeah Campus,WLEP  146 - 14   Intensive English 4 - 84 hrs,14-LEC Dynamic,Staff,30,0,30,0,0
2754,North Campus,WLEP  146 - 16   Intensive English 4 - 84 hrs,16-LEC Dynamic,Staff,30,0,30,0,0
2755,North Campus,WLEP  146 - 17   Intensive English 4 - 84 hrs,17-LEC Dynamic,Staff,30,0,30,0,0
3529,Kendall Campus,WLEP  146 - 18   Intensive English 4 - 84 hrs,18-LEC Dynamic,Staff,30,0,30,0,0
3532,Kendall Campus,WLEP  146 - 19   Intensive English 4 - 84 hrs,19-LEC Dynamic,Staff,30,0,30,0,0
3719,Wolfson Campus,WLEP  146 - 20   Intensive English 4 - 84 hrs,20-LEC Dynamic,Staff,30,0,30,0,0
1074,West Campus,WLEP  146 - 22   Intensive English 4 - 84 hrs,22-LEC Dynamic,Staff,30,0,30,0,0
1371,Wolfson Campus,WTCA  146 - 01   SketchUp for Interior Decorating - Intermediate,01-LEC Dynamic,Staff,20,0,20,0,0
1883,Wolfson Campus,WTMO  146 - 01   Microsoft Access 2013 Basic,01-LEC Dynamic,Staff,20,0,20,0,0
1910,Wolfson Campus,WTMO  146 - 02   Microsoft Access 2013 Basic,02-LEC Dynamic,Staff,20,0,20,0,0
2636,West Campus,WLEP  145 - 01   Intensive English 3 - 84 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
2637,West Campus,WLEP  145 - 02   Intensive English 3 - 84 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1205,West Campus,WLEP  145 - 03   Intensive English 3 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1206,Wolfson Campus,WLEP  145 - 04   Intensive English 3 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1208,Wolfson Campus,WLEP  145 - 05   Intensive English 3 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1210,Wolfson Campus,WLEP  145 - 06   Intensive English 3 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1219,Wolfson Campus,WLEP  145 - 07   Intensive English 3 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1466,InterAmerican Campus,WLEP  145 - 08   Intensive English 3 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1468,InterAmerican Campus,WLEP  145 - 09   Intensive English 3 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1943,Wolfson Campus,WLEP  145 - 10   Intensive English 3 - 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
1944,Wolfson Campus,WLEP  145 - 11   Intensive English 3 - 84 hrs,11-LEC Dynamic,Staff,30,0,30,0,0
1945,Wolfson Campus,WLEP  145 - 12   Intensive English 3 - 84 hrs,12-LEC Dynamic,Staff,30,0,30,0,0
1946,Wolfson Campus,WLEP  145 - 13   Intensive English 3 - 84 hrs,13-LEC Dynamic,Staff,30,0,30,0,0
2440,Hialeah Campus,WLEP  145 - 14   Intensive English 3 - 84 hrs,14-LEC Dynamic,Staff,30,0,30,0,0
2441,Hialeah Campus,WLEP  145 - 15   Intensive English 3 - 84 hrs,15-LEC Dynamic,Staff,30,0,30,0,0
1073,West Campus,WLEP  145 - 19   Intensive English 3 - 84 hrs,19-LEC Dynamic,Staff,30,0,30,0,0
2740,North Campus,WLEP  145 - 20   Intensive English 3 - 84 hrs,20-LEC Dynamic,Staff,30,0,30,0,0
2742,North Campus,WLEP  145 - 21   Intensive English 3 - 84 hrs,21-LEC Dynamic,Staff,30,0,30,0,0
3527,Kendall Campus,WLEP  145 - 22   Intensive English 3 - 84 hrs,22-LEC Dynamic,Staff,30,0,30,0,0
3528,Kendall Campus,WLEP  145 - 23   Intensive English 3 - 84 hrs,23-LEC Dynamic,Staff,30,0,30,0,0
1154,West Campus,WLEP  145 - 27   Intensive English 3 - 84 hrs,27-LEC Dynamic,Staff,30,0,30,0,0
2634,West Campus,WLEP  145 - 28   Intensive English 3 - 84 hrs,28-LEC Dynamic,Staff,30,0,30,0,0
2635,West Campus,WLEP  145 - 29   Intensive English 3 - 84 hrs,29-LEC Dynamic,Staff,30,0,30,0,0
1370,Wolfson Campus,WTCA  145 - 01   SketchUp for Interior Decorating - Basics,01-LEC Dynamic,Staff,25,0,25,0,0
1052,Homestead Campus,WCIS  144 - 01   Operación de un Centro Infantil (Credencial de Director),01-LEC Dynamic,Staff,25,0,25,0,0
1565,InterAmerican Campus,WCIS  144 - 02   Operación de un Centro Infantil (Credencial de Director),02-LEC Dynamic,Staff,25,0,25,0,0
1681,Kendall Campus,WCIS  144 - 03   Operación de un Centro Infantil (Credencial de Director),03-LEC Dynamic,Staff,25,0,25,0,0
2549,Hialeah Campus,WCIS  144 - 04   Operación de un Centro Infantil (Credencial de Director),04-LEC Dynamic,Staff,30,0,30,0,0
1072,West Campus,WLEP  144 - 01   Intensive English 2 - 84 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1148,West Campus,WLEP  144 - 02   Intensive English 2 - 84 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1186,Wolfson Campus,WLEP  144 - 03   Intensive English 2 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1189,Wolfson Campus,WLEP  144 - 04   Intensive English 2 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1192,Wolfson Campus,WLEP  144 - 05   Intensive English 2 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1196,Wolfson Campus,WLEP  144 - 06   Intensive English 2 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1200,Wolfson Campus,WLEP  144 - 07   Intensive English 2 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1457,InterAmerican Campus,WLEP  144 - 08   Intensive English 2 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1459,InterAmerican Campus,WLEP  144 - 09   Intensive English 2 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1939,Wolfson Campus,WLEP  144 - 10   Intensive English 2 - 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
1940,Wolfson Campus,WLEP  144 - 11   Intensive English 2 - 84 hrs,11-LEC Dynamic,Staff,30,0,30,0,0
1941,Wolfson Campus,WLEP  144 - 12   Intensive English 2 - 84 hrs,12-LEC Dynamic,Staff,30,0,30,0,0
1942,Wolfson Campus,WLEP  144 - 13   Intensive English 2 - 84 hrs,13-LEC Dynamic,Staff,30,0,30,0,0
2438,Hialeah Campus,WLEP  144 - 14   Intensive English 2 - 84 hrs,14-LEC Dynamic,Staff,30,0,30,0,0
2439,Hialeah Campus,WLEP  144 - 15   Intensive English 2 - 84 hrs,15-LEC Dynamic,Staff,30,0,30,0,0
2785,North Campus,WLEP  144 - 18   Intensive English 2 - 84 hrs,18-LEC Dynamic,Staff,30,0,30,0,0
2788,North Campus,WLEP  144 - 19   Intensive English 2 - 84 hrs,19-LEC Dynamic,Staff,30,0,30,0,0
2632,West Campus,WLEP  144 - 20   Intensive English 2 - 84 hrs,20-LEC Dynamic,Staff,30,0,30,0,0
3524,Kendall Campus,WLEP  144 - 21   Intensive English 2 - 84 hrs,21-LEC Dynamic,Staff,30,0,30,0,0
3525,Kendall Campus,WLEP  144 - 22   Intensive English 2 - 84 hrs,22-LEC Dynamic,Staff,30,0,30,0,0
2633,West Campus,WLEP  144 - 26   Intensive English 2 - 84 hrs,26-LEC Dynamic,Staff,30,0,30,0,0
1089,Kendall Campus,WLFL  144 - 01   German 2 - Intensive,01-LEC Dynamic,Staff,25,0,25,0,0
1771,Wolfson Campus,WTCA  144 - 01   Lumion - Basic,01-LEC Dynamic,Staff,20,0,20,0,0
1627,InterAmerican Campus,RLKC  143 - 01   Mixed-Media Art,01-LEC Dynamic,Staff,16,0,16,0,0
2020,Wolfson Campus,WBIE  143 - 01   Tools for International Trading,01-LEC Dynamic,Staff,20,0,20,0,0
1147,West Campus,WLEP  143 - 01   Intensive English 1 84 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1071,West Campus,WLEP  143 - 03   Intensive English 1 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1162,Wolfson Campus,WLEP  143 - 04   Intensive English 1 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1174,Wolfson Campus,WLEP  143 - 05   Intensive English 1 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1177,Wolfson Campus,WLEP  143 - 06   Intensive English 1 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1182,Wolfson Campus,WLEP  143 - 07   Intensive English 1 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1456,InterAmerican Campus,WLEP  143 - 08   Intensive English 1 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1936,Wolfson Campus,WLEP  143 - 09   Intensive English 1 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1937,Wolfson Campus,WLEP  143 - 10   Intensive English 1 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
1938,Wolfson Campus,WLEP  143 - 11   Intensive English 1 84 hrs,11-LEC Dynamic,Staff,30,0,30,0,0
2376,North Campus,WLEP  143 - 12   Intensive English 1 84 hrs,12-LEC Dynamic,Staff,30,0,30,0,0
2377,North Campus,WLEP  143 - 13   Intensive English 1 84 hrs,13-LEC Dynamic,Staff,30,0,30,0,0
2378,North Campus,WLEP  143 - 14   Intensive English 1 84 hrs,14-LEC Dynamic,Staff,30,0,30,0,0
2379,North Campus,WLEP  143 - 15   Intensive English 1 84 hrs,15-LEC Dynamic,Staff,30,0,30,0,0
1412,West Campus,WLEP  143 - 16   Intensive English 1 84 hrs,16-LEC Dynamic,Staff,30,0,30,0,0
2436,Hialeah Campus,WLEP  143 - 17   Intensive English 1 84 hrs,17-LEC Dynamic,Staff,30,0,30,0,0
2437,Hialeah Campus,WLEP  143 - 18   Intensive English 1 84 hrs,18-LEC Dynamic,Staff,30,0,30,0,0
2422,West Campus,WLEP  143 - 19   Intensive English 1 84 hrs,19-LEC Dynamic,Staff,30,0,30,0,0
3521,Kendall Campus,WLEP  143 - 21   Intensive English 1 84 hrs,21-LEC Dynamic,Staff,30,0,30,0,0
3522,Kendall Campus,WLEP  143 - 22   Intensive English 1 84 hrs,22-LEC Dynamic,Staff,30,0,30,0,0
2631,West Campus,WLEP  143 - 24   Intensive English 1 84 hrs,24-LEC Dynamic,Staff,30,0,30,0,0
2355,Kendall Campus,WBIE  142 - 01   Normas de Aduana: Derechos e Impuestos II,01-LEC Dynamic,Staff,25,0,25,0,0
2166,Wolfson Campus,WLEP  142 - 01   Public Speaking for ESL 2 - 42 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
2354,Kendall Campus,WBIE  141 - 01   Normas de Aduana: Derechos e Impuestos I,01-LEC Dynamic,Staff,25,0,25,0,0
1054,Homestead Campus,WCIS  141 - 01   Mente en Formación (4.5 CEU's),01-LEC Dynamic,Staff,25,0,25,0,0
1678,Kendall Campus,WCIS  141 - 02   Mente en Formación (4.5 CEU's),02-LEC Dynamic,Staff,25,0,25,0,0
1498,Wolfson Campus,WLEP  141 - 01   Public Speaking for ESL 1 - 42 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
2427,Hialeah Campus,WLEP  141 - 02   Public Speaking for ESL 1 - 42 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
3332,Kendall Campus,WTNT  141 - 01   Introducción a la Computadora con Windows 8,01-LEC Dynamic,Staff,16,0,16,0,0
3334,Kendall Campus,WTNT  141 - 02   Introducción a la Computadora con Windows 8,02-LEC Dynamic,Staff,16,0,16,0,0
2312,Kendall Campus,WBIE  140 - 01   Mercadeando su Negocio de Importación y Exportación,01-LEC Dynamic,Staff,25,0,25,0,0
3601,Wolfson Campus,WBIE  140 - 02   Mercadeando su Negocio de Importación y Exportación,02-LEC Dynamic,Staff,25,0,25,0,0
3031,Hialeah Campus,WCIS  140 - 01   Manejo del Niño Autista,01-LEC Dynamic,Staff,30,0,30,0,0
3137,Hialeah Campus,WTNT  140 - 01   Introducción a la Computadora con Windows 7,01-LEC Dynamic,Staff,16,0,16,0,0
3139,Hialeah Campus,WTNT  140 - 02   Introducción a la Computadora con Windows 7,02-LEC Dynamic,Staff,16,0,16,0,0
3141,Hialeah Campus,WTNT  140 - 03   Introducción a la Computadora con Windows 7,03-LEC Dynamic,Staff,16,0,16,0,0
3037,Kendall Campus,RLKC  139 - 01   LEGO® EV3: Robotics Engineering Level 2,01-LEC Dynamic,Staff,15,0,15,0,0
2939,Kendall Campus,RLMP  139 - 01   Guitar Kids Group (Ages 8 - 15),01-LEC Dynamic,Staff,20,0,20,0,0
2370,Kendall Campus,WBFI  139 - 01   Wills & Trusts: The Financial Planning Aspect,01-LAB Dynamic,Staff,25,0,25,0,0
2298,Kendall Campus,WBIE  139 - 01   Marketing your Import and Export Business,01-LEC Dynamic,Staff,16,0,16,0,0
3788,Wolfson Campus,WBIE  139 - 02   Marketing your Import and Export Business,02-LEC Dynamic,Staff,30,0,30,0,0
3329,Hialeah Campus,WCIS  139 - 01   Classroom Management Techniques for Child Care Center,01-LEC Dynamic,Staff,16,0,16,0,0
3383,Kendall Campus,RLFS  138 - 01   Karate Tae Kwon Do All Levels (Ages 6 and up),01-LEC Dynamic,Staff,16,0,16,0,0
3384,Kendall Campus,RLFS  138 - 02   Karate Tae Kwon Do All Levels (Ages 6 and up),02-LEC Dynamic,Staff,16,0,16,0,0
3385,Kendall Campus,RLFS  138 - 03   Karate Tae Kwon Do All Levels (Ages 6 and up),03-LEC Dynamic,Staff,16,0,16,0,0
3386,Kendall Campus,RLFS  138 - 04   Karate Tae Kwon Do All Levels (Ages 6 and up),04-LEC Dynamic,Staff,16,0,16,0,0
3040,Kendall Campus,RLKC  138 - 01   LEGO® EV3 Robotics: Engineering and Design Level 2,01-LEC Dynamic,Staff,15,0,15,0,0
2679,Kendall Campus,WBFI  138 - 01   Técnicas de Inversión en el Mercado de Valores,01-LEC Dynamic,Staff,20,0,20,0,0
2309,Kendall Campus,WBIE  138 - 01   Logistics Management II,01-LEC Dynamic,Staff,25,0,25,0,0
1060,Homestead Campus,WCTR  138 - 01   DCF Make-up: Identifying Child Abuse and Neglect,01-LEC Dynamic,Staff,25,0,25,0,0
1666,Wolfson Campus,WLEP  138 - 01   ESL Placement Exam,01-LEC Dynamic,Staff,30,0,30,0,0
2433,Hialeah Campus,WLEP  138 - 02   ESL Placement Exam,02-LEC Dynamic,Staff,30,0,30,0,0
2434,Hialeah Campus,WLEP  138 - 03   ESL Placement Exam,03-LEC Dynamic,Staff,30,0,30,0,0
2435,Hialeah Campus,WLEP  138 - 04   ESL Placement Exam,04-LEC Dynamic,Staff,30,0,30,0,0
3582,Kendall Campus,WLEP  138 - 05   ESL Placement Exam,05-LEC Dynamic,Staff,30,0,30,0,0
1758,Wolfson Campus,WTWD  138 - 01   HTML5 and CSS3 Techniques,01-LEC Dynamic,Staff,20,0,20,0,0
1890,Kendall Campus,WTWD  138 - 02   HTML5 and CSS3 Techniques,02-LEC Dynamic,Staff,15,0,15,0,0
1656,InterAmerican Campus,RLDA  137 - 01   Salsa· Merengue and Bachata Series,01-LEC Dynamic,Staff,25,0,25,0,0
3444,Kendall Campus,RLFS  137 - 01   Karate Shotokan All Levels,01-LEC Dynamic,Staff,16,0,16,0,0
3446,Kendall Campus,RLFS  137 - 02   Karate Shotokan All Levels,02-LEC Dynamic,Staff,16,0,16,0,0
3036,Kendall Campus,RLKC  137 - 01   LEGO® EV3: Robotics Engineering Level 1,01-LEC Dynamic,Staff,15,0,15,0,0
2677,Kendall Campus,WBFI  137 - 01   Retirement Workshop: Utilizing Long Term Care and Life Insurance,01-LEC Dynamic,Staff,20,0,20,0,0
3263,Wolfson Campus,WBFI  137 - 02   Retirement Workshop: Utilizing Long Term Care and Life Insurance,02-LEC Dynamic,Staff,30,0,30,0,0
3581,Kendall Campus,WLEP  137 - 01   ESL Orientation,01-LEC Dynamic,Staff,30,0,30,0,0
1746,Wolfson Campus,WLFL  137 - 01   German 2,01-LEC Dynamic,Staff,30,0,30,0,0
2220,Wolfson Campus,WLFL  137 - 02   German 2,02-LEC Dynamic,Staff,30,0,30,0,0
1879,Wolfson Campus,WTCA  137 - 01   Google SketchUp Intermediate,01-LEC Dynamic,Staff,20,0,20,0,0
1917,Wolfson Campus,WTCA  137 - 02   Google SketchUp Intermediate,02-LEC Dynamic,Staff,20,0,20,0,0
3014,Kendall Campus,RLDA  136 - 01   Flamenco for Youth (Ages 10 - 16),01-LEC Dynamic,Staff,20,0,20,0,0
3015,Kendall Campus,RLDA  136 - 02   Flamenco for Youth (Ages 10 - 16),02-LEC Dynamic,Staff,20,0,20,0,0
2678,Kendall Campus,WBFI  136 - 01   Retirement Workshop: Solving the Annuity Puzzle,01-LEC Dynamic,Staff,20,0,20,0,0
3262,Wolfson Campus,WBFI  136 - 02   Retirement Workshop: Solving the Annuity Puzzle,02-LEC Dynamic,Staff,30,0,30,0,0
2356,Kendall Campus,WBIE  136 - 01   Importing and Exporting Professional Certificate,01-LEC Dynamic,Staff,25,0,25,0,0
1059,Homestead Campus,WCTR  136 - 01   DCF Make-up:  Behavioral Observation and Screening (BOSR),01-LEC Dynamic,Staff,25,0,25,0,0
1741,Wolfson Campus,WLFL  136 - 01   German 1,01-LEC Dynamic,Staff,30,0,30,0,0
2219,Wolfson Campus,WLFL  136 - 02   German 1,02-LEC Dynamic,Staff,30,0,30,0,0
1864,Wolfson Campus,WTCA  136 - 01   Google SketchUp Basics,01-LEC Dynamic,Staff,20,0,20,0,0
1900,Wolfson Campus,WTCA  136 - 02   Google SketchUp Basics,02-LEC Dynamic,Staff,20,0,20,0,0
2960,Hialeah Campus,WTCA  136 - 03   Google SketchUp Basics,03-LEC Dynamic,Staff,16,0,16,0,0
2846,Kendall Campus,RLDA  135 - 01   Flamenco for Adults - Beginner/Refresher,01-LEC Dynamic,Staff,20,0,20,0,0
2848,Kendall Campus,RLDA  135 - 02   Flamenco for Adults - Beginner/Refresher,02-LEC Dynamic,Staff,20,0,20,0,0
2391,North Campus,RLFS  135 - 01   Judo - Kodokan / Jiu-Jitsu (Ages 6 - 15),01-LEC Dynamic,Staff,30,0,30,10,0
2397,North Campus,RLFS  135 - 02   Judo - Kodokan / Jiu-Jitsu (Ages 6 - 15),02-LEC Dynamic,Staff,30,0,30,10,0
2676,Kendall Campus,WBFI  135 - 01   Retirement Workshop: Optimizing Social Security,01-LEC Dynamic,Staff,20,0,20,0,0
3261,Wolfson Campus,WBFI  135 - 02   Retirement Workshop: Optimizing Social Security,02-LEC Dynamic,Staff,30,0,30,0,0
3431,Wolfson Campus,WBIE  135 - 01   Importando y Exportando desde Estados Unidos,01-LEC Dynamic,Staff,30,0,30,0,0
1127,Homestead Campus,WCTR  135 - 01   DCF Make-up: Reglas y Regulaciones en el Hogar,01-LEC Dynamic,Staff,25,0,25,0,0
2588,Hialeah Campus,WCTR  135 - 02   DCF Make-up: Reglas y Regulaciones en el Hogar,02-LEC Dynamic,Staff,30,0,30,0,0
3632,Kendall Campus,WCTR  135 - 03   DCF Make-up: Reglas y Regulaciones en el Hogar,03-LEC Dynamic,Staff,20,0,20,0,0
1077,Kendall Campus,WLEP  135 - 01   ESL Fundamentals,01-LEC Dynamic,Staff,16,0,16,0,0
1129,Kendall Campus,WLEP  135 - 02   ESL Fundamentals,02-LEC Dynamic,Staff,25,0,25,0,0
2380,North Campus,WLEP  135 - 03   ESL Fundamentals,03-LEC Dynamic,Staff,16,0,16,0,0
2381,North Campus,WLEP  135 - 04   ESL Fundamentals,04-LEC Dynamic,Staff,16,0,16,0,0
3855,North Campus,WLFL  135 - 01   French Conversation - Intermediate (42 Hours),01-LEC Dynamic,Staff,16,0,16,0,0
2137,InterAmerican Campus,RLAR  134 - 01   Joyería Hecha a Mano - Nivel 1,01-LEC Dynamic,Staff,30,0,30,0,0
3126,Hialeah Campus,RLAR  134 - 02   Joyería Hecha a Mano - Nivel 1,02-LEC Dynamic,Staff,30,0,30,0,0
3017,Kendall Campus,RLDA  134 - 01   Belly Dancing for Kids ( Ages 6-11),01-LEC Dynamic,Staff,15,0,15,0,0
3018,Kendall Campus,RLDA  134 - 02   Belly Dancing for Kids ( Ages 6-11),02-LEC Dynamic,Staff,15,0,15,0,0
3703,Wolfson Campus,RLFL  134 - 01   Portuguese Conversation-Intermediate,01-LEC Dynamic,Staff,30,0,30,0,0
3279,North Campus,RLFS  134 - 01   Judo - Kodokan / Jiu-Jitsu (Ages 16 - adult),01-LEC Dynamic,Staff,30,0,30,10,0
3284,North Campus,RLFS  134 - 02   Judo - Kodokan / Jiu-Jitsu (Ages 16 - adult),02-LEC Dynamic,Staff,30,0,30,10,0
3286,North Campus,RLFS  134 - 03   Judo - Kodokan / Jiu-Jitsu (Ages 16 - adult),03-LEC Dynamic,Staff,30,0,30,10,0
3288,North Campus,RLFS  134 - 04   Judo - Kodokan / Jiu-Jitsu (Ages 16 - adult),04-LEC Dynamic,Staff,30,0,30,10,0
2675,Kendall Campus,WBFI  134 - 01   Retirement Workshop: IRAs vs Roth IRAs,01-LEC Dynamic,Staff,20,0,20,0,0
3260,Wolfson Campus,WBFI  134 - 02   Retirement Workshop: IRAs vs Roth IRAs,02-LEC Dynamic,Staff,30,0,30,0,0
3838,Kendall Campus,WBIE  134 - 01   How to Set up an Import/Export Business,01-LEC Dynamic,Staff,16,0,16,0,0
1312,Kendall Campus,WLEP  134 - 01   ESL Fundamentals,01-LEC Dynamic,Staff,25,0,25,0,0
1313,Kendall Campus,WLEP  134 - 02   ESL Fundamentals,02-LEC Dynamic,Staff,25,0,25,0,0
1367,Wolfson Campus,RLAR  133 - 01   Jewelry Making 2 - Wire Wrapping Techniques,01-LEC Dynamic,Staff,20,0,20,0,0
3019,Kendall Campus,RLDA  133 - 01   Belly Dance for Teens (Ages 12 - 16),01-LEC Dynamic,Staff,15,0,15,0,0
3020,Kendall Campus,RLDA  133 - 02   Belly Dance for Teens (Ages 12 - 16),02-LEC Dynamic,Staff,15,0,15,0,0
2674,Kendall Campus,WBFI  133 - 01   Retirement Workshop: Choosing Mutual Funds and ETFs,01-LEC Dynamic,Staff,20,0,20,0,0
3259,Wolfson Campus,WBFI  133 - 02   Retirement Workshop: Choosing Mutual Funds and ETFs,02-LEC Dynamic,Staff,30,0,30,0,0
2247,Wolfson Campus,WBIE  133 - 01   Doing Business with Latin America,01-LEC Dynamic,Staff,20,0,20,0,0
1639,InterAmerican Campus,WBRE  133 - 01   Post-Licencia de Bienes Raíces (Real Estate Post Licensing),01-LEC Dynamic,Staff,25,0,25,0,0
1056,Homestead Campus,WCIS  133 - 01   Florida Child Care Professional Credential (FCCPCII),01-LEC Dynamic,Staff,25,0,25,0,0
1585,Kendall Campus,WCIS  133 - 02   Florida Child Care Professional Credential (FCCPCII),02-LEC Dynamic,Staff,25,0,25,0,0
1616,InterAmerican Campus,WCIS  133 - 03   Florida Child Care Professional Credential (FCCPCII),03-LEC Dynamic,Staff,25,0,25,0,0
2534,Hialeah Campus,WCIS  133 - 04   Florida Child Care Professional Credential (FCCPCII),04-LEC Dynamic,Staff,30,0,30,0,0
3599,Kendall Campus,WCIS  133 - 06   Florida Child Care Professional Credential (FCCPCII),06-LEC Dynamic,Staff,20,0,20,0,0
3600,Kendall Campus,WCIS  133 - 07   Florida Child Care Professional Credential (FCCPCII),07-LEC Dynamic,Staff,16,0,16,0,0
2138,InterAmerican Campus,RLAR  132 - 01   Serie de Joyería Hecha a Mano,01-LEC Dynamic,Staff,20,0,20,0,0
3027,Kendall Campus,RLDA  132 - 01   Acro-Ballet Intermediate (Ages 7 - 9),01-LEC Dynamic,Staff,10,0,10,0,0
3029,Kendall Campus,RLDA  132 - 02   Acro-Ballet Intermediate (Ages 7 - 9),02-LEC Dynamic,Staff,10,0,10,0,0
3300,North Campus,RLFS  132 - 01   Judo - Kodokan / Jiu-Jitsu (Ages 16 - adult),01-LEC Dynamic,Staff,16,0,16,8,0
3544,Wolfson Campus,WBCI  132 - 01   Intermediate Venetian Plaster Application Techniques,01-LEC Dynamic,Staff,25,0,25,0,0
2367,Kendall Campus,WBFI  132 - 01   Investment Strategies Boot Camp,01-LEC Dynamic,Staff,25,0,25,0,0
2958,Hialeah Campus,WBIE  132 - 01   Como Financiar su Empresa de Importación y Exportación,01-LEC Dynamic,Staff,30,0,30,0,0
3350,Kendall Campus,WBIE  132 - 02   Como Financiar su Empresa de Importación y Exportación,02-LEC Dynamic,Staff,16,0,16,0,0
