Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
13565,Kendall Campus,CGS 1060 - 0091   Introduction To Microcomputer Usage,0091-LEC Main Sess,Staff,21,0,21,0,0
13566,Kendall Campus,CGS 1060 - 0092   Introduction To Microcomputer Usage,0092-LEC Main Sess,Staff,21,0,21,0,0
13567,Kendall Campus,CGS 1060 - 0093   Introduction To Microcomputer Usage,0093-LEC Main Sess,Staff,40,36,4,0,0
13568,Kendall Campus,CGS 1060 - 0094   Introduction To Microcomputer Usage,0094-LEC Main Sess,Staff,40,17,23,0,0
13569,Kendall Campus,CGS 1060 - 0095   Introduction To Microcomputer Usage,0095-LEC Main Sess,Staff,40,39,1,0,0
13571,Kendall Campus,CGS 1060 - 0097   Introduction To Microcomputer Usage,0097-LEC Main Sess,Staff,40,39,1,0,0
13572,Kendall Campus,CGS 1060 - 0098   Introduction To Microcomputer Usage,0098-LEC Main Sess,Staff,40,38,2,0,0
13573,Kendall Campus,CGS 1060 - 0099   Introduction To Microcomputer Usage,0099-LEC Main Sess,Staff,21,20,1,0,0
13574,Kendall Campus,CGS 1060 - 0100   Introduction To Microcomputer Usage,0100-LEC Main Sess,Staff,40,37,3,0,0
13575,Kendall Campus,CGS 1060 - 0101   Introduction To Microcomputer Usage,0101-LEC Main Sess,Staff,40,35,5,0,0
13576,Kendall Campus,CGS 1060 - 0102   Introduction To Microcomputer Usage,0102-LEC Main Sess,Staff,20,0,20,0,0
13577,Kendall Campus,CGS 1060 - 0103   Introduction To Microcomputer Usage,0103-LEC Main Sess,Staff,20,17,3,0,0
13578,Kendall Campus,CGS 1060 - 0104   Introduction To Microcomputer Usage,0104-LEC Main Sess,Staff,20,0,20,0,0
13697,Kendall Campus,CGS 1060 - 0105   Introduction To Microcomputer Usage,0105-LEC Main Sess,Staff,48,46,2,0,0
13719,Kendall Campus,CGS 1060 - 0106   Introduction To Microcomputer Usage,0106-LEC Twelve Wk,Staff,21,19,2,0,0
13720,Kendall Campus,CGS 1060 - 0107   Introduction To Microcomputer Usage,0107-LEC Twelve Wk,Staff,20,17,3,0,0
13721,Kendall Campus,CGS 1060 - 0108   Introduction To Microcomputer Usage,0108-LEC Twelve Wk,Staff,26,0,26,0,0
13758,Kendall Campus,CGS 1060 - 0109   Introduction To Microcomputer Usage,0109-LEC Eight Wk 1,Staff,21,19,2,0,0
13757,Kendall Campus,CGS 1060 - 0110   Introduction To Microcomputer Usage,0110-LEC Eight Wk 1,Staff,40,0,40,0,0
13579,Kendall Campus,CGS 1060 - 0111   Introduction To Microcomputer Usage,0111-LEC Main Sess,Staff,21,8,13,0,0
13580,Kendall Campus,CGS 1060 - 0112   Introduction To Microcomputer Usage,0112-LEC Main Sess,Staff,40,39,1,0,0
13582,Kendall Campus,CGS 1060 - 0114   Introduction To Microcomputer Usage,0114-LEC Main Sess,Staff,48,46,2,0,0
13583,Kendall Campus,CGS 1060 - 0115   Introduction To Microcomputer Usage,0115-LEC Main Sess,Staff,40,36,4,0,0
13584,Kendall Campus,CGS 1060 - 0116   Introduction To Microcomputer Usage,0116-LEC Main Sess,Staff,40,39,1,0,0
13585,Kendall Campus,CGS 1060 - 0117   Introduction To Microcomputer Usage,0117-LEC Main Sess,Staff,40,16,24,0,0
13586,Kendall Campus,CGS 1060 - 0118   Introduction To Microcomputer Usage,0118-LEC Main Sess,Staff,22,21,1,0,0
13587,Kendall Campus,CGS 1060 - 0119   Introduction To Microcomputer Usage,0119-LEC Main Sess,Staff,40,0,40,0,0
13588,Kendall Campus,CGS 1060 - 0120   Introduction To Microcomputer Usage,0120-LEC Main Sess,Staff,22,19,3,0,0
13589,Kendall Campus,CGS 1060 - 0121   Introduction To Microcomputer Usage,0121-LEC Main Sess,Staff,40,38,2,0,0
13590,Kendall Campus,CGS 1060 - 0122   Introduction To Microcomputer Usage,0122-LEC Main Sess,Staff,21,19,2,0,0
13592,Kendall Campus,CGS 1060 - 0124   Introduction To Microcomputer Usage,0124-LEC Main Sess,Staff,40,29,11,0,0
13722,Kendall Campus,CGS 1060 - 0125   Introduction To Microcomputer Usage,0125-LEC Twelve Wk,Staff,20,19,1,0,0
13724,Kendall Campus,CGS 1060 - 0127   Introduction To Microcomputer Usage,0127-LEC Twelve Wk,Staff,20,0,20,0,0
13756,Kendall Campus,CGS 1060 - 0128   Introduction To Microcomputer Usage,0128-LEC Eight Wk 1,Staff,21,19,2,0,0
13766,Kendall Campus,CGS 1060 - 0129   Introduction To Microcomputer Usage,0129-LEC Eight Wk 2,Staff,40,0,40,0,0
13765,Kendall Campus,CGS 1060 - 0130   Introduction To Microcomputer Usage,0130-LEC Eight Wk 2,Staff,40,38,2,0,0
13769,Kendall Campus,CGS 1060 - 0131   Introduction To Microcomputer Usage,0131-LEC Eight Wk 2,Staff,21,19,2,0,0
13763,Kendall Campus,CGS 1060 - 0132   Introduction To Microcomputer Usage,0132-LEC Eight Wk 2,Staff,21,19,2,0,0
13593,Kendall Campus,CGS 1060 - 0133   Introduction To Microcomputer Usage,0133-LEC Main Sess,Staff,40,35,5,0,0
13594,Kendall Campus,CGS 1060 - 0134   Introduction To Microcomputer Usage,0134-LEC Main Sess,Staff,40,20,20,0,0
13596,Wolfson Campus,CGS 1060 - 0136   Introduction To Microcomputer Usage,0136-LEC Main Sess,Staff,35,34,1,0,0
13597,Wolfson Campus,CGS 1060 - 0137   Introduction To Microcomputer Usage,0137-LEC Main Sess,Staff,30,28,2,0,0
13598,Wolfson Campus,CGS 1060 - 0138   Introduction To Microcomputer Usage,0138-LEC Main Sess,Staff,28,26,2,0,0
13599,Wolfson Campus,CGS 1060 - 0139   Introduction To Microcomputer Usage,0139-LEC Main Sess,Staff,35,31,4,0,0
13600,Wolfson Campus,CGS 1060 - 0140   Introduction To Microcomputer Usage,0140-LEC Main Sess,Staff,35,34,1,0,0
13725,Wolfson Campus,CGS 1060 - 0141   Introduction To Microcomputer Usage,0141-LEC Twelve Wk,Staff,22,19,3,0,0
13601,Wolfson Campus,CGS 1060 - 0142   Introduction To Microcomputer Usage,0142-LEC Main Sess,Staff,22,21,1,0,0
13602,Wolfson Campus,CGS 1060 - 0143   Introduction To Microcomputer Usage,0143-LEC Main Sess,Staff,5,1,4,0,0
13726,Wolfson Campus,CGS 1060 - 0144   Introduction To Microcomputer Usage,0144-LEC Twelve Wk,Staff,33,30,3,0,0
13727,Wolfson Campus,CGS 1060 - 0145   Introduction To Microcomputer Usage,0145-LEC Twelve Wk,Staff,24,22,2,0,0
13603,Wolfson Campus,CGS 1060 - 0146   Introduction To Microcomputer Usage,0146-LEC Main Sess,Staff,30,29,1,0,0
13604,Wolfson Campus,CGS 1060 - 0147   Introduction To Microcomputer Usage,0147-LEC Main Sess,Staff,22,19,3,0,0
13755,Wolfson Campus,CGS 1060 - 0148   Introduction To Microcomputer Usage,0148-LEC Eight Wk 1,Staff,22,0,22,0,0
13728,Wolfson Campus,CGS 1060 - 0149   Introduction To Microcomputer Usage,0149-LEC Twelve Wk,Staff,25,23,2,0,0
13729,Wolfson Campus,CGS 1060 - 0150   Introduction To Microcomputer Usage,0150-LEC Twelve Wk,Staff,30,26,4,0,0
13605,Wolfson Campus,CGS 1060 - 0151   Introduction To Microcomputer Usage,0151-LEC Main Sess,Staff,33,30,3,0,0
13606,Wolfson Campus,CGS 1060 - 0152   Introduction To Microcomputer Usage,0152-LEC Main Sess,Staff,33,28,5,0,0
13609,Wolfson Campus,CGS 1060 - 0155   Introduction To Microcomputer Usage,0155-LEC Main Sess,Staff,24,23,1,0,0
13610,Wolfson Campus,CGS 1060 - 0156   Introduction To Microcomputer Usage,0156-LEC Main Sess,Staff,35,28,7,0,0
13792,Wolfson Campus,CGS 1060 - 0159   Introduction To Microcomputer Usage,0159-LEC Weekend,Staff,33,19,14,0,0
13730,Wolfson Campus,CGS 1060 - 0160   Introduction To Microcomputer Usage,0160-LEC Twelve Wk,Staff,30,29,1,0,0
13731,Wolfson Campus,CGS 1060 - 0161   Introduction To Microcomputer Usage,0161-LEC Twelve Wk,Staff,22,21,1,0,0
13732,Wolfson Campus,CGS 1060 - 0162   Introduction To Microcomputer Usage,0162-LEC Twelve Wk,Staff,30,26,4,0,0
13780,Wolfson Campus,CGS 1060 - 0163   Introduction To Microcomputer Usage,0163-LEC Conversion,Staff,22,20,2,0,0
13613,Wolfson Campus,CGS 1060 - 0164   Introduction To Microcomputer Usage,0164-LEC Main Sess,Staff,28,26,2,0,0
13733,Wolfson Campus,CGS 1060 - 0165   Introduction To Microcomputer Usage,0165-LEC Twelve Wk,Staff,28,27,1,0,0
13614,Wolfson Campus,CGS 1060 - 0166   Introduction To Microcomputer Usage,0166-LEC Main Sess,Staff,30,9,21,0,0
13776,Wolfson Campus,CGS 1060 - 0167   Introduction To Microcomputer Usage,0167-LEC Conversion,Staff,22,19,3,0,0
13773,Wolfson Campus,CGS 1060 - 0168   Introduction To Microcomputer Usage,0168-LEC Conversion,Staff,33,31,2,0,0
13615,Wolfson Campus,CGS 1060 - 0169   Introduction To Microcomputer Usage,0169-LEC Main Sess,Staff,30,27,3,0,0
13734,Wolfson Campus,CGS 1060 - 0171   Introduction To Microcomputer Usage,0171-LEC Twelve Wk,Staff,30,20,10,0,0
13617,Wolfson Campus,CGS 1060 - 0172   Introduction To Microcomputer Usage,0172-LEC Main Sess,Staff,35,31,4,0,0
13618,Wolfson Campus,CGS 1060 - 0173   Introduction To Microcomputer Usage,0173-LEC Main Sess,Staff,28,19,9,0,0
13793,Wolfson Campus,CGS 1060 - 0174   Introduction To Microcomputer Usage,0174-LEC Weekend,Staff,28,18,10,0,0
13619,Wolfson Campus,CGS 1060 - 0175   Introduction To Microcomputer Usage,0175-LEC Main Sess,Staff,28,25,3,0,0
13735,Wolfson Campus,CGS 1060 - 0177   Introduction To Microcomputer Usage,0177-LEC Twelve Wk,Staff,28,26,2,0,0
13621,Wolfson Campus,CGS 1060 - 0179   Introduction To Microcomputer Usage,0179-LEC Main Sess,Staff,30,24,6,0,0
13622,Wolfson Campus,CGS 1060 - 0180   Introduction To Microcomputer Usage,0180-LEC Main Sess,Staff,33,0,33,0,0
13794,Wolfson Campus,CGS 1060 - 0181   Introduction To Microcomputer Usage,0181-LEC Weekend,Staff,28,17,11,0,0
13623,Wolfson Campus,CGS 1060 - 0182   Introduction To Microcomputer Usage,0182-LEC Main Sess,Staff,16,0,16,0,0
13698,Wolfson Campus,CGS 1060 - 0183   Introduction To Microcomputer Usage,0183-LEC Main Sess,Staff,24,0,24,0,0
13624,Wolfson Campus,CGS 1060 - 0184   Introduction To Microcomputer Usage,0184-LEC Main Sess,Staff,30,23,7,0,0
13625,Wolfson Campus,CGS 1060 - 0185   Introduction To Microcomputer Usage,0185-LEC Main Sess,Staff,30,23,7,0,0
13626,Wolfson Campus,CGS 1060 - 0186   Introduction To Microcomputer Usage,0186-LEC Main Sess,Staff,30,19,11,0,0
13627,Wolfson Campus,CGS 1060 - 0187   Introduction To Microcomputer Usage,0187-LEC Main Sess,Staff,30,21,9,0,0
13774,Wolfson Campus,CGS 1060 - 0188   Introduction To Microcomputer Usage,0188-LEC Conversion,Staff,30,26,4,0,0
13775,Wolfson Campus,CGS 1060 - 0189   Introduction To Microcomputer Usage,0189-LEC Conversion,Staff,30,28,2,0,0
13628,Wolfson Campus,CGS 1060 - 0190   Introduction To Microcomputer Usage,0190-LEC Main Sess,Staff,30,25,5,0,0
13629,Wolfson Campus,CGS 1060 - 0191   Introduction To Microcomputer Usage,0191-LEC Main Sess,Staff,30,26,4,0,0
13630,Wolfson Campus,CGS 1060 - 0192   Introduction To Microcomputer Usage,0192-LEC Main Sess,Staff,30,27,3,0,0
13632,Wolfson Campus,CGS 1060 - 0194   Introduction To Microcomputer Usage,0194-LEC Main Sess,Staff,30,24,6,0,0
13633,Wolfson Campus,CGS 1060 - 0195   Introduction To Microcomputer Usage,0195-LEC Main Sess,Staff,30,21,9,0,0
13634,Wolfson Campus,CGS 1060 - 0196   Introduction To Microcomputer Usage,0196-LEC Main Sess,Staff,30,29,1,0,0
13635,Wolfson Campus,CGS 1060 - 0197   Introduction To Microcomputer Usage,0197-LEC Main Sess,Staff,30,25,5,0,0
13636,Wolfson Campus,CGS 1060 - 0198   Introduction To Microcomputer Usage,0198-LEC Main Sess,Staff,30,27,3,0,0
13637,Wolfson Campus,CGS 1060 - 0199   Introduction To Microcomputer Usage,0199-LEC Main Sess,Staff,30,28,2,0,0
13638,Wolfson Campus,CGS 1060 - 0200   Introduction To Microcomputer Usage,0200-LEC Main Sess,Staff,30,23,7,0,0
13639,Wolfson Campus,CGS 1060 - 0201   Introduction To Microcomputer Usage,0201-LEC Main Sess,Staff,30,26,4,0,0
13640,Wolfson Campus,CGS 1060 - 0202   Introduction To Microcomputer Usage,0202-LEC Main Sess,Staff,30,27,3,0,0
13641,Wolfson Campus,CGS 1060 - 0203   Introduction To Microcomputer Usage,0203-LEC Main Sess,Staff,30,27,3,0,0
13642,Wolfson Campus,CGS 1060 - 0204   Introduction To Microcomputer Usage,0204-LEC Main Sess,Staff,30,27,3,0,0
13643,Wolfson Campus,CGS 1060 - 0205   Introduction To Microcomputer Usage,0205-LEC Main Sess,Staff,30,22,8,0,0
13782,Wolfson Campus,CGS 1060 - 0206   Introduction To Microcomputer Usage,0206-LEC Conversion,Staff,30,28,2,0,0
13644,Wolfson Campus,CGS 1060 - 0207   Introduction To Microcomputer Usage,0207-LEC Main Sess,Staff,30,8,22,0,0
13645,Wolfson Campus,CGS 1060 - 0208   Introduction To Microcomputer Usage,0208-LEC Main Sess,Staff,30,26,4,0,0
13646,Wolfson Campus,CGS 1060 - 0209   Introduction To Microcomputer Usage,0209-LEC Main Sess,Staff,30,27,3,0,0
13647,Wolfson Campus,CGS 1060 - 0210   Introduction To Microcomputer Usage,0210-LEC Main Sess,Staff,30,25,5,0,0
13777,Wolfson Campus,CGS 1060 - 0211   Introduction To Microcomputer Usage,0211-LEC Conversion,Staff,30,23,7,0,0
13778,Wolfson Campus,CGS 1060 - 0212   Introduction To Microcomputer Usage,0212-LEC Conversion,Staff,30,25,5,0,0
13648,Wolfson Campus,CGS 1060 - 0213   Introduction To Microcomputer Usage,0213-LEC Main Sess,Staff,30,10,20,0,0
13649,Wolfson Campus,CGS 1060 - 0214   Introduction To Microcomputer Usage,0214-LEC Main Sess,Staff,30,28,2,0,0
13650,Homestead Campus,CGS 1060 - 0215   Introduction To Microcomputer Usage,0215-LEC Main Sess,Staff,37,21,16,0,0
13737,Homestead Campus,CGS 1060 - 0216   Introduction To Microcomputer Usage,0216-LEC Twelve Wk,Staff,37,31,6,0,0
13754,Homestead Campus,CGS 1060 - 0217   Introduction To Microcomputer Usage,0217-LEC Eight Wk 1,Staff,37,18,19,0,0
13651,Homestead Campus,CGS 1060 - 0218   Introduction To Microcomputer Usage,0218-LEC Main Sess,Staff,37,30,7,0,0
13652,Homestead Campus,CGS 1060 - 0219   Introduction To Microcomputer Usage,0219-LEC Main Sess,Staff,37,34,3,0,0
13653,Homestead Campus,CGS 1060 - 0220   Introduction To Microcomputer Usage,0220-LEC Main Sess,Staff,35,21,14,0,0
13654,Homestead Campus,CGS 1060 - 0221   Introduction To Microcomputer Usage,0221-LEC Main Sess,Staff,37,35,2,0,0
13655,Homestead Campus,CGS 1060 - 0222   Introduction To Microcomputer Usage,0222-LEC Main Sess,Staff,35,11,24,0,0
13762,Homestead Campus,CGS 1060 - 0223   Introduction To Microcomputer Usage,0223-LEC Eight Wk 2,Staff,32,26,6,0,0
13753,Homestead Campus,CGS 1060 - 0224   Introduction To Microcomputer Usage,0224-LEC Eight Wk 1,Staff,20,0,20,0,0
13779,Homestead Campus,CGS 1060 - 0225   Introduction To Microcomputer Usage,0225-LEC Conversion,Staff,37,34,3,0,0
13771,Homestead Campus,CGS 1060 - 0226   Introduction To Microcomputer Usage,0226-LEC Conversion,Staff,35,17,18,0,0
13738,Homestead Campus,CGS 1060 - 0227   Introduction To Microcomputer Usage,0227-LEC Twelve Wk,Staff,35,22,13,0,0
13739,Homestead Campus,CGS 1060 - 0228   Introduction To Microcomputer Usage,0228-LEC Twelve Wk,Staff,21,0,21,0,0
13656,Homestead Campus,CGS 1060 - 0229   Introduction To Microcomputer Usage,0229-LEC Main Sess,Staff,35,13,22,0,0
13657,Homestead Campus,CGS 1060 - 0230   Introduction To Microcomputer Usage,0230-LEC Main Sess,Staff,37,19,18,0,0
13658,Homestead Campus,CGS 1060 - 0231   Introduction To Microcomputer Usage,0231-LEC Main Sess,Staff,37,32,5,0,0
13740,Homestead Campus,CGS 1060 - 0232   Introduction To Microcomputer Usage,0232-LEC Twelve Wk,Staff,20,16,4,0,0
13659,InterAmerican Campus,CGS 1060 - 0233   Introduction To Microcomputer Usage,0233-LEC Main Sess,Staff,35,28,7,0,0
13660,InterAmerican Campus,CGS 1060 - 0234   Introduction To Microcomputer Usage,0234-LEC Main Sess,Staff,35,34,1,0,0
13741,InterAmerican Campus,CGS 1060 - 0235   Introduction To Microcomputer Usage,0235-LEC Twelve Wk,Staff,35,0,35,0,0
13742,InterAmerican Campus,CGS 1060 - 0236   Introduction To Microcomputer Usage,0236-LEC Twelve Wk,Staff,3,0,3,0,0
13785,InterAmerican Campus,CGS 1060 - 0237   Introduction To Microcomputer Usage,0237-LEC 1st Mon Sp,Staff,35,19,16,0,0
13770,InterAmerican Campus,CGS 1060 - 0238   Introduction To Microcomputer Usage,0238-LEC Conversion,Staff,35,24,11,0,0
13661,InterAmerican Campus,CGS 1060 - 0239   Introduction To Microcomputer Usage,0239-LEC Main Sess,Staff,35,26,9,0,0
13662,InterAmerican Campus,CGS 1060 - 0240   Introduction To Microcomputer Usage,0240-LEC Main Sess,Staff,35,33,2,0,0
13663,InterAmerican Campus,CGS 1060 - 0241   Introduction To Microcomputer Usage,0241-LEC Main Sess,Staff,35,31,4,0,0
13784,InterAmerican Campus,CGS 1060 - 0242   Introduction To Microcomputer Usage,0242-LEC 1st Mon Sp,Staff,35,31,4,0,0
13743,InterAmerican Campus,CGS 1060 - 0243   Introduction To Microcomputer Usage,0243-LEC Twelve Wk,Staff,35,17,18,0,0
13664,InterAmerican Campus,CGS 1060 - 0244   Introduction To Microcomputer Usage,0244-LEC Main Sess,Staff,35,34,1,0,0
13665,InterAmerican Campus,CGS 1060 - 0245   Introduction To Microcomputer Usage,0245-LEC Main Sess,Staff,35,30,5,0,0
13744,InterAmerican Campus,CGS 1060 - 0246   Introduction To Microcomputer Usage,0246-LEC Twelve Wk,Staff,35,16,19,0,0
13666,InterAmerican Campus,CGS 1060 - 0248   Introduction To Microcomputer Usage,0248-LEC Main Sess,Staff,20,10,10,0,0
13667,InterAmerican Campus,CGS 1060 - 0249   Introduction To Microcomputer Usage,0249-LEC Main Sess,Staff,33,31,2,0,0
13668,InterAmerican Campus,CGS 1060 - 0250   Introduction To Microcomputer Usage,0250-LEC Main Sess,Staff,35,31,4,0,0
13669,InterAmerican Campus,CGS 1060 - 0251   Introduction To Microcomputer Usage,0251-LEC Main Sess,Staff,15,4,11,0,0
13699,InterAmerican Campus,CGS 1060 - 0252   Introduction To Microcomputer Usage,0252-LEC Main Sess,Staff,35,0,35,0,0
13700,Hialeah Campus,CGS 1060 - 0253   Introduction To Microcomputer Usage,0253-LEC Main Sess,Staff,34,33,1,0,0
13760,Hialeah Campus,CGS 1060 - 0254   Introduction To Microcomputer Usage,0254-LEC Eight Wk 2,Staff,34,27,7,0,0
13752,Hialeah Campus,CGS 1060 - 0255   Introduction To Microcomputer Usage,0255-LEC Eight Wk 1,Staff,30,22,8,0,0
13670,Hialeah Campus,CGS 1060 - 0256   Introduction To Microcomputer Usage,0256-LEC Main Sess,Staff,37,35,2,0,0
13772,Hialeah Campus,CGS 1060 - 0257   Introduction To Microcomputer Usage,0257-LEC Conversion,Staff,37,33,4,0,0
13759,Hialeah Campus,CGS 1060 - 0258   Introduction To Microcomputer Usage,0258-LEC Eight Wk 2,Staff,30,22,8,0,0
13751,Hialeah Campus,CGS 1060 - 0259   Introduction To Microcomputer Usage,0259-LEC Eight Wk 1,Staff,34,0,34,0,0
13768,Hialeah Campus,CGS 1060 - 0260   Introduction To Microcomputer Usage,0260-LEC Eight Wk 2,Staff,32,25,7,0,0
13671,Hialeah Campus,CGS 1060 - 0261   Introduction To Microcomputer Usage,0261-LEC Main Sess,Staff,32,26,6,0,0
13672,Hialeah Campus,CGS 1060 - 0262   Introduction To Microcomputer Usage,0262-LEC Main Sess,Staff,34,31,3,0,0
13764,Hialeah Campus,CGS 1060 - 0263   Introduction To Microcomputer Usage,0263-LEC Eight Wk 2,Staff,34,31,3,0,0
13673,Hialeah Campus,CGS 1060 - 0264   Introduction To Microcomputer Usage,0264-LEC Main Sess,Staff,34,31,3,0,0
13703,Hialeah Campus,CGS 1060 - 0265   Introduction To Microcomputer Usage,0265-LEC Twelve Wk,Staff,34,30,4,0,0
13750,Hialeah Campus,CGS 1060 - 0266   Introduction To Microcomputer Usage,0266-LEC Eight Wk 1,Staff,34,29,5,0,0
13674,Hialeah Campus,CGS 1060 - 0267   Introduction To Microcomputer Usage,0267-LEC Main Sess,Staff,30,29,1,0,0
13675,Hialeah Campus,CGS 1060 - 0268   Introduction To Microcomputer Usage,0268-LEC Main Sess,Staff,37,36,1,0,0
13749,Hialeah Campus,CGS 1060 - 0269   Introduction To Microcomputer Usage,0269-LEC Eight Wk 1,Staff,34,0,34,0,0
13748,Hialeah Campus,CGS 1060 - 0270   Introduction To Microcomputer Usage,0270-LEC Eight Wk 1,Staff,34,25,9,0,0
13676,West Campus,CGS 1060 - 0271   Introduction To Microcomputer Usage,0271-LEC Main Sess,Staff,35,10,25,0,0
13677,West Campus,CGS 1060 - 0272   Introduction To Microcomputer Usage,0272-LEC Main Sess,Staff,30,0,30,0,0
13678,West Campus,CGS 1060 - 0273   Introduction To Microcomputer Usage,0273-LEC Main Sess,Staff,30,0,30,0,0
13679,West Campus,CGS 1060 - 0274   Introduction To Microcomputer Usage,0274-LEC Main Sess,Staff,35,24,11,0,0
13680,West Campus,CGS 1060 - 0275   Introduction To Microcomputer Usage,0275-LEC Main Sess,Staff,35,0,35,0,0
13681,West Campus,CGS 1060 - 0276   Introduction To Microcomputer Usage,0276-LEC Main Sess,Staff,25,0,25,0,0
13682,West Campus,CGS 1060 - 0277   Introduction To Microcomputer Usage,0277-LEC Main Sess,Staff,35,15,20,0,0
13701,West Campus,CGS 1060 - 0278   Introduction To Microcomputer Usage,0278-LEC Main Sess,Staff,35,0,35,0,0
13790,West Campus,CGS 1060 - 0279   Introduction To Microcomputer Usage,0279-LEC Weekend,Staff,35,0,35,0,0
13683,West Campus,CGS 1060 - 0280   Introduction To Microcomputer Usage,0280-LEC Main Sess,Staff,35,29,6,0,0
13684,West Campus,CGS 1060 - 0281   Introduction To Microcomputer Usage,0281-LEC Main Sess,Staff,35,32,3,0,0
13685,West Campus,CGS 1060 - 0282   Introduction To Microcomputer Usage,0282-LEC Main Sess,Staff,35,33,2,0,0
13686,West Campus,CGS 1060 - 0283   Introduction To Microcomputer Usage,0283-LEC Main Sess,Staff,35,28,7,0,0
13687,West Campus,CGS 1060 - 0284   Introduction To Microcomputer Usage,0284-LEC Main Sess,Staff,35,24,11,0,0
13690,West Campus,CGS 1060 - 0287   Introduction To Microcomputer Usage,0287-LEC Main Sess,Staff,35,18,17,0,0
14514,Medical Campus,EMS 1059 - 0001   1St Responder Emergency Care,0001-LEC Conversion,Staff,36,35,1,0,0
14513,Medical Campus,EMS 1059 - 0002   1St Responder Emergency Care,0002-LEC Conversion,Staff,36,34,2,0,0
10106,Medical Campus,EMS 1059L - 0002   1St Responder Emergency Care Laboratory,0002-LAB Conversion,Staff,6,5,1,0,0
10107,Medical Campus,EMS 1059L - 0004   1St Responder Emergency Care Laboratory,0004-LAB Conversion,Staff,6,5,1,0,0
10109,Medical Campus,EMS 1059L - 0006   1St Responder Emergency Care Laboratory,0006-LAB Conversion,Staff,6,5,1,0,0
10122,Medical Campus,EMS 1059L - 0007   1St Responder Emergency Care Laboratory,0007-LAB Conversion,Staff,6,5,1,0,0
10114,Medical Campus,EMS 1059L - 0008   1St Responder Emergency Care Laboratory,0008-LAB Conversion,Staff,6,5,1,0,0
10115,Medical Campus,EMS 1059L - 0009   1St Responder Emergency Care Laboratory,0009-LAB Conversion,Staff,6,5,1,0,0
10117,Medical Campus,EMS 1059L - 0011   1St Responder Emergency Care Laboratory,0011-LAB Conversion,Staff,6,3,3,0,0
10123,Medical Campus,EMS 1059L - 0013   1St Responder Emergency Care Laboratory,0013-LAB Conversion,Staff,6,5,1,0,0
10119,Medical Campus,EMS 1059L - 0014   1St Responder Emergency Care Laboratory,0014-LAB Conversion,Staff,6,5,1,0,0
10124,Medical Campus,EMS 1059L - 0016   1St Responder Emergency Care Laboratory,0016-LAB Conversion,Staff,6,1,5,0,0
10111,Medical Campus,EMS 1059L - 0019   1St Responder Emergency Care Laboratory,0019-LAB Conversion,Staff,6,4,2,0,0
10112,Medical Campus,EMS 1059L - 0020   1St Responder Emergency Care Laboratory,0020-LAB Conversion,Staff,6,5,1,0,0
10103,Homestead Campus,EMS 1059L - 0021   1St Responder Emergency Care Laboratory,0021-LAB Conversion,Staff,6,5,1,0,0
15256,North Campus,FIL 1055 - 0001   American Independent Film,0001-LEC Main Sess,Staff,80,44,36,0,0
7802,North Campus,BSC 1050 - 0001   Biology & Environment,0001-LEC Main Sess,Staff,40,0,40,0,0
7803,Wolfson Campus,BSC 1050 - 0002   Biology & Environment,0002-LEC Main Sess,Staff,45,18,27,0,0
7805,Wolfson Campus,BSC 1050 - 0004   Biology & Environment,0004-LEC Main Sess,Staff,30,26,4,0,0
7806,Wolfson Campus,BSC 1050 - 0005   Biology & Environment,0005-LEC Main Sess,Staff,30,27,3,0,0
7804,Wolfson Campus,BSC 1050 - 0006   Biology & Environment,0006-LEC Main Sess,Staff,30,29,1,0,0
7001,North Campus,CHM 1046 - 0002   General Chemistry And Qualitative Analysis,0002-LEC Main Sess,Staff,40,26,14,0,0
7003,North Campus,CHM 1046 - 0003   General Chemistry And Qualitative Analysis,0003-LEC Main Sess,Staff,20,8,12,0,0
7004,North Campus,CHM 1046 - 0004   General Chemistry And Qualitative Analysis,0004-LEC Main Sess,Staff,40,33,7,0,0
7016,North Campus,CHM 1046 - 0005   General Chemistry And Qualitative Analysis,0005-LEC Weekend,Staff,40,30,10,0,0
7006,Kendall Campus,CHM 1046 - 0007   General Chemistry And Qualitative Analysis,0007-LEC Main Sess,Staff,110,60,50,0,0
7007,Wolfson Campus,CHM 1046 - 0008   General Chemistry And Qualitative Analysis,0008-LEC Main Sess,Staff,45,36,9,0,0
7008,Wolfson Campus,CHM 1046 - 0009   General Chemistry And Qualitative Analysis,0009-LEC Main Sess,Staff,45,30,15,0,0
7009,Wolfson Campus,CHM 1046 - 0010   General Chemistry And Qualitative Analysis,0010-LEC Main Sess,Staff,10,0,10,0,0
7010,Wolfson Campus,CHM 1046 - 0011   General Chemistry And Qualitative Analysis,0011-LEC Main Sess,Staff,20,0,20,0,0
7015,Wolfson Campus,CHM 1046 - 0012   General Chemistry And Qualitative Analysis,0012-LEC 1st Mon Sp,Staff,45,39,6,0,0
7011,Homestead Campus,CHM 1046 - 0013   General Chemistry And Qualitative Analysis,0013-LEC Main Sess,Staff,39,26,13,0,0
7012,InterAmerican Campus,CHM 1046 - 0014   General Chemistry And Qualitative Analysis,0014-LEC Main Sess,Staff,37,36,1,0,0
7013,InterAmerican Campus,CHM 1046 - 0015   General Chemistry And Qualitative Analysis,0015-LEC Main Sess,Staff,40,24,16,0,0
